integer-1,integer-1,integer-1,integer-1,decimal-1,decimal-1,decimal-1,decimal-1,varchar-4,varchar-4,date-1,date-1,date-1,varchar-28,varchar-12,varchar-48
26215,137,38,5,10,10371.30,0.07,0.05,N,O,1995-09-06,1995-08-11,1995-09-25,DELIVER IN PERSON        ,AIR       ,d haggle blithely requests. q
26279,474,4,3,24,32987.28,0.04,0.01,A,F,1994-08-30,1994-10-15,1994-09-03,DELIVER IN PERSON        ,AIR       ,ar deposits sleep furiousl
26305,400,85,7,4,5201.60,0.06,0.04,A,F,1993-12-07,1994-02-08,1993-12-12,DELIVER IN PERSON        ,AIR       ,the silent packages cajo
26368,1849,50,1,28,49023.52,0.07,0.00,A,F,1993-11-02,1993-09-27,1993-11-07,DELIVER IN PERSON        ,AIR       ,al packages was along the reg
26404,1452,53,7,9,12181.05,0.10,0.03,N,O,1997-01-10,1997-03-18,1997-02-02,DELIVER IN PERSON        ,AIR       ,nal accounts beli
26465,755,56,4,6,9934.50,0.05,0.01,N,O,1997-02-22,1997-04-25,1997-03-01,DELIVER IN PERSON        ,AIR       ,lithely. pending ideas sleep. ironic th
26496,399,56,4,21,27287.19,0.01,0.06,N,O,1996-09-30,1996-08-13,1996-10-26,DELIVER IN PERSON        ,AIR       ,"nusual, final accounts: idea"
26533,925,60,2,7,12781.44,0.09,0.06,A,F,1993-08-10,1993-07-13,1993-08-21,DELIVER IN PERSON        ,AIR       ,"e across the stealthy, regular "
26566,1830,31,3,27,46759.41,0.03,0.01,N,O,1995-12-27,1996-01-29,1996-01-03,DELIVER IN PERSON        ,AIR       ,sts. carefull
26628,399,100,6,5,6496.95,0.03,0.06,N,O,1997-02-20,1997-03-19,1997-03-10,DELIVER IN PERSON        ,AIR       ,ts. blithely 
26723,248,30,1,10,11482.40,0.02,0.07,R,F,1995-03-29,1995-05-12,1995-04-24,DELIVER IN PERSON        ,AIR       ,"refully across the ironic,"
26723,1482,22,4,10,13834.80,0.06,0.03,N,F,1995-06-10,1995-05-30,1995-06-26,DELIVER IN PERSON        ,AIR       ,r packages. deposits against the q
26759,752,53,1,5,8263.75,0.02,0.08,A,F,1992-02-13,1992-03-13,1992-02-27,DELIVER IN PERSON        ,AIR       , foxes. never sile
26785,248,3,5,3,3444.72,0.10,0.03,N,O,1996-08-03,1996-08-02,1996-08-28,DELIVER IN PERSON        ,AIR       ,ts sleep carefully bold accounts. qu
26786,260,88,1,11,12762.86,0.02,0.01,R,F,1993-07-11,1993-06-24,1993-07-17,DELIVER IN PERSON        ,AIR       ,wake slyly regular
26822,1548,89,3,9,13045.86,0.05,0.08,R,F,1994-06-10,1994-07-03,1994-07-07,DELIVER IN PERSON        ,AIR       ,he pending accounts. regu
26853,1294,32,3,16,19124.64,0.02,0.01,A,F,1992-07-03,1992-09-08,1992-07-18,DELIVER IN PERSON        ,AIR       ,into beans hagg
26912,237,38,2,1,1137.23,0.09,0.04,A,F,1992-05-14,1992-06-13,1992-05-17,DELIVER IN PERSON        ,AIR       ,ld deposits haggle slyly carefully unusua
27106,298,80,3,15,17974.35,0.04,0.08,N,O,1996-03-11,1996-02-10,1996-03-13,DELIVER IN PERSON        ,AIR       ,r along the regularly even foxes. 
27109,1902,35,2,21,37881.90,0.07,0.08,A,F,1992-02-13,1992-03-19,1992-02-23,DELIVER IN PERSON        ,AIR       ,cial packages among the furiously 
27136,532,23,2,28,40110.84,0.01,0.06,N,O,1998-05-18,1998-05-26,1998-05-31,DELIVER IN PERSON        ,AIR       ,slyly regular ideas cajole about the un
27175,374,59,1,22,28036.14,0.10,0.04,A,F,1993-09-18,1993-11-09,1993-10-14,DELIVER IN PERSON        ,AIR       ,ites? carefully special accounts promise s
27335,1877,64,3,3,5336.61,0.07,0.01,A,F,1994-01-28,1994-01-14,1994-02-10,DELIVER IN PERSON        ,AIR       ,quests nag. fluffily even i
27364,1716,59,5,20,32354.20,0.03,0.05,N,O,1995-08-25,1995-07-27,1995-09-03,DELIVER IN PERSON        ,AIR       ,osely express deposits. fluff
27399,1220,21,2,12,13454.64,0.06,0.08,N,O,1997-05-15,1997-05-27,1997-05-23,DELIVER IN PERSON        ,AIR       ,osits wake blithely. ironic ac
27456,1006,42,4,1,907.00,0.04,0.00,A,F,1994-07-13,1994-06-01,1994-08-12,DELIVER IN PERSON        ,AIR       ,ges doubt quickly upon t
27460,1236,37,3,25,28430.75,0.06,0.02,A,F,1994-08-21,1994-07-03,1994-08-23,DELIVER IN PERSON        ,AIR       ,y unusual forges sleep. even
27461,431,19,6,23,30622.89,0.00,0.03,A,F,1993-04-15,1993-04-13,1993-04-19,DELIVER IN PERSON        ,AIR       ,structions nag care
27489,1347,86,1,19,23718.46,0.07,0.03,N,O,1996-11-26,1996-11-07,1996-11-30,DELIVER IN PERSON        ,AIR       ,silent accounts ab
27555,1147,48,3,4,4192.56,0.01,0.01,R,F,1994-10-15,1994-11-23,1994-11-04,DELIVER IN PERSON        ,AIR       ,ld excuses wake. fluffily final ideas s
27587,446,47,1,25,33661.00,0.01,0.07,N,O,1996-11-28,1996-12-08,1996-12-23,DELIVER IN PERSON        ,AIR       , instructions. carefully regular theodo
27589,1819,63,3,12,20649.72,0.09,0.01,N,O,1995-10-08,1995-10-20,1995-10-24,DELIVER IN PERSON        ,AIR       ,sts affix furiously bold foxes. 
27617,31,7,4,15,13965.45,0.02,0.06,A,F,1993-02-17,1992-12-27,1993-03-06,DELIVER IN PERSON        ,AIR       ,ang across the fluffily express pac
27745,1302,3,1,19,22862.70,0.07,0.04,R,F,1993-10-31,1993-12-14,1993-11-20,DELIVER IN PERSON        ,AIR       ,haggle carefull
27782,486,45,1,25,34662.00,0.01,0.06,N,O,1996-04-08,1996-05-03,1996-05-04,DELIVER IN PERSON        ,AIR       ,ly. furiously pending ideas cajole furi
27840,513,74,5,29,40991.79,0.07,0.08,A,F,1994-09-05,1994-09-12,1994-09-19,DELIVER IN PERSON        ,AIR       ,al dependencies cajole fluffily. fur
27844,1611,35,3,26,39327.86,0.07,0.01,N,O,1995-08-03,1995-08-03,1995-08-15,DELIVER IN PERSON        ,AIR       ,ven courts affix slyly about the fu
27971,1364,41,4,25,31634.00,0.06,0.02,N,O,1997-02-16,1997-01-30,1997-03-12,DELIVER IN PERSON        ,AIR       , ironic account
28001,1183,56,4,26,28188.68,0.00,0.04,R,F,1994-06-21,1994-08-08,1994-07-10,DELIVER IN PERSON        ,AIR       ,bout the regular foxes 
28002,53,4,5,17,16201.85,0.10,0.03,R,F,1995-01-28,1995-01-02,1995-02-27,DELIVER IN PERSON        ,AIR       ,ajole pending requests. q
28037,1116,89,4,10,10171.10,0.09,0.06,A,F,1995-02-01,1995-02-03,1995-02-28,DELIVER IN PERSON        ,AIR       ,ts. even requests acco
28064,1097,68,6,10,9980.90,0.07,0.05,R,F,1993-09-07,1993-11-27,1993-09-23,DELIVER IN PERSON        ,AIR       ,al requests. blit
28100,452,11,3,6,8114.70,0.03,0.08,N,O,1996-02-28,1996-01-15,1996-03-24,DELIVER IN PERSON        ,AIR       ,l packages sleep among the bo
28129,966,69,6,5,9334.80,0.05,0.08,R,F,1992-02-09,1992-03-07,1992-02-10,DELIVER IN PERSON        ,AIR       ,nal packages are. packages amo
28130,649,50,1,13,20145.32,0.10,0.03,R,F,1994-08-22,1994-09-08,1994-09-03,DELIVER IN PERSON        ,AIR       ,closely si
28130,956,59,6,22,40852.90,0.01,0.08,A,F,1994-11-20,1994-10-29,1994-12-02,DELIVER IN PERSON        ,AIR       ,efully even requests. slyly
28133,35,61,1,14,13090.42,0.02,0.07,N,O,1998-05-08,1998-05-03,1998-05-29,DELIVER IN PERSON        ,AIR       ,onic reque
28135,933,34,3,12,22007.16,0.01,0.07,A,F,1994-12-24,1994-10-27,1995-01-09,DELIVER IN PERSON        ,AIR       ,olphins about the enticing foxes engag
28163,80,6,3,8,7840.64,0.07,0.03,A,F,1994-09-02,1994-10-29,1994-09-14,DELIVER IN PERSON        ,AIR       ,"uests haggle furiously regular, ironic "
28544,788,53,2,23,38841.94,0.07,0.04,A,F,1992-12-20,1992-10-09,1992-12-23,DELIVER IN PERSON        ,AIR       ,old packages above the pinto beans wake 
28546,216,98,1,11,12278.31,0.02,0.04,R,F,1992-10-29,1992-12-07,1992-11-22,DELIVER IN PERSON        ,AIR       ,sits. caref
28612,702,67,6,29,46478.30,0.10,0.00,N,O,1997-11-13,1997-11-14,1997-12-02,DELIVER IN PERSON        ,AIR       , slyly against the furiously regular pint
28643,290,91,4,30,35708.70,0.00,0.05,A,F,1993-07-03,1993-06-23,1993-08-02,DELIVER IN PERSON        ,AIR       ,requests. pac
28646,1596,97,4,14,20966.26,0.02,0.07,N,O,1997-07-26,1997-07-30,1997-08-01,DELIVER IN PERSON        ,AIR       ,sts. quickly busy ideas sl
28672,1326,27,5,4,4909.28,0.03,0.06,N,O,1996-04-07,1996-01-18,1996-05-04,DELIVER IN PERSON        ,AIR       ,e quickly even asym
28675,991,92,6,15,28379.85,0.05,0.05,R,F,1995-01-07,1995-01-04,1995-01-28,DELIVER IN PERSON        ,AIR       ,ly. unusual accounts alongs
28705,1417,57,6,26,34278.66,0.08,0.00,N,O,1998-01-18,1998-03-21,1998-02-05,DELIVER IN PERSON        ,AIR       ,"uctions sleep slyly. bold, silent"
28836,22,48,4,18,16596.36,0.08,0.07,R,F,1993-11-02,1993-11-28,1993-11-06,DELIVER IN PERSON        ,AIR       ,"special, pending dependencies cajole wa"
28866,485,15,1,21,29095.08,0.07,0.08,N,O,1997-08-28,1997-08-11,1997-09-09,DELIVER IN PERSON        ,AIR       ,y bold theodolites caj
28901,1907,96,6,19,34369.10,0.02,0.05,A,F,1992-08-27,1992-07-29,1992-09-21,DELIVER IN PERSON        ,AIR       ,. slyly fluffy requests detect qui
28930,364,21,3,8,10114.88,0.07,0.05,N,O,1997-12-19,1998-03-09,1997-12-31,DELIVER IN PERSON        ,AIR       ,leep slyly according to the blithely 
28932,1677,1,3,2,3157.34,0.09,0.06,A,F,1993-09-10,1993-08-23,1993-10-05,DELIVER IN PERSON        ,AIR       ,ly. slyly regular theodolites alongside of 
28964,687,19,2,24,38104.32,0.02,0.05,N,O,1997-12-15,1998-02-03,1998-01-06,DELIVER IN PERSON        ,AIR       ,foxes. carefully pending accou
29025,1353,92,1,9,11289.15,0.08,0.01,A,F,1994-09-13,1994-08-21,1994-09-27,DELIVER IN PERSON        ,AIR       ,lyly. furiously ironic dinos wake quickl
29058,1351,90,5,20,25047.00,0.09,0.07,R,F,1993-02-10,1993-03-28,1993-02-12,DELIVER IN PERSON        ,AIR       ,riously fl
29152,1119,28,2,6,6120.66,0.10,0.08,N,O,1995-08-26,1995-08-30,1995-09-09,DELIVER IN PERSON        ,AIR       ,"unusual, bold realms sleep accoun"
29223,1237,12,3,22,25041.06,0.02,0.08,A,F,1992-05-21,1992-03-08,1992-06-12,DELIVER IN PERSON        ,AIR       ,y. quiet deposits after the furio
29248,233,88,7,17,19264.91,0.01,0.08,N,O,1998-05-10,1998-05-15,1998-06-05,DELIVER IN PERSON        ,AIR       ,iously after the ironic packages. 
29254,1701,86,5,19,30451.30,0.01,0.06,N,O,1997-12-27,1997-11-25,1998-01-13,DELIVER IN PERSON        ,AIR       , boost blithely among the slyly fina
29280,1468,47,1,2,2738.92,0.01,0.00,A,F,1992-04-05,1992-06-10,1992-05-04,DELIVER IN PERSON        ,AIR       ,unts. pains nod furiously. 
29287,662,25,3,20,31253.20,0.10,0.07,R,F,1994-08-05,1994-09-25,1994-08-14,DELIVER IN PERSON        ,AIR       ,ithely iron
29314,1859,60,1,20,35217.00,0.02,0.02,N,O,1996-04-29,1996-03-18,1996-05-28,DELIVER IN PERSON        ,AIR       ,ites integrate about the iro
29316,1413,31,5,1,1314.41,0.09,0.00,N,O,1997-06-13,1997-07-26,1997-06-24,DELIVER IN PERSON        ,AIR       ,hely even ideas. slyly special pinto beans 
29318,134,61,2,9,9307.17,0.03,0.03,N,O,1995-09-28,1995-08-24,1995-10-18,DELIVER IN PERSON        ,AIR       ," final, regular instructions cajole furio"
29443,744,9,5,17,27960.58,0.03,0.06,A,F,1993-03-30,1993-05-11,1993-04-21,DELIVER IN PERSON        ,AIR       ,p around the fluffily silent accou
29444,618,19,4,8,12148.88,0.05,0.02,N,O,1996-08-09,1996-09-12,1996-08-20,DELIVER IN PERSON        ,AIR       ,ans sleep among
29601,879,13,6,21,37377.27,0.08,0.03,N,O,1998-08-15,1998-06-30,1998-09-01,DELIVER IN PERSON        ,AIR       ,kages. blithely even instructions doubt f
29603,1936,37,1,25,45948.25,0.08,0.01,N,O,1998-11-09,1998-09-04,1998-11-27,DELIVER IN PERSON        ,AIR       ,l theodolites are with the caref
29632,42,18,2,1,942.04,0.08,0.08,R,F,1993-12-03,1993-09-22,1994-01-02,DELIVER IN PERSON        ,AIR       ,boost quickly. pinto beans above the sl
29638,1515,96,1,12,16998.12,0.06,0.05,N,O,1995-11-23,1996-01-14,1995-12-22,DELIVER IN PERSON        ,AIR       ,"onic, unusual multipliers use w"
29728,1750,51,1,26,42945.50,0.00,0.03,N,O,1998-08-01,1998-07-29,1998-08-17,DELIVER IN PERSON        ,AIR       ,blithely quickly regular dep
29890,362,63,2,1,1262.36,0.03,0.00,A,F,1993-06-16,1993-06-03,1993-07-06,DELIVER IN PERSON        ,AIR       ,ges haggle fluffily above the instructions.
30022,785,18,5,9,15172.02,0.02,0.05,N,O,1996-07-21,1996-07-30,1996-08-16,DELIVER IN PERSON        ,AIR       ,l sentiment
30023,806,40,1,28,47790.40,0.00,0.06,R,F,1994-01-21,1993-12-23,1994-02-15,DELIVER IN PERSON        ,AIR       ,", express courts across the"
30052,204,59,3,8,8833.60,0.07,0.00,N,O,1998-07-01,1998-05-05,1998-07-04,DELIVER IN PERSON        ,AIR       ,luffily regular foxes wak
30083,1095,66,4,20,19921.80,0.02,0.05,A,F,1994-02-02,1994-04-05,1994-02-27,DELIVER IN PERSON        ,AIR       , decoys according to the pendin
30113,355,84,1,24,30128.40,0.06,0.01,A,F,1992-04-07,1992-05-01,1992-05-07,DELIVER IN PERSON        ,AIR       ,ole to the blithely regular accounts. bl
30144,1312,13,4,23,27906.13,0.00,0.01,N,O,1995-10-22,1995-10-25,1995-11-03,DELIVER IN PERSON        ,AIR       ,ilent requests wake quickly across the fluf
30179,829,30,6,14,24217.48,0.07,0.01,N,O,1997-12-09,1998-01-15,1998-01-06,DELIVER IN PERSON        ,AIR       ,ers alongs
30308,865,32,1,24,42380.64,0.06,0.06,A,F,1993-05-09,1993-04-24,1993-05-11,DELIVER IN PERSON        ,AIR       ,ccounts engage furio
30311,633,27,4,19,29138.97,0.09,0.04,A,F,1992-08-30,1992-09-25,1992-09-11,DELIVER IN PERSON        ,AIR       ,ual deposits. quickly unusu
30499,325,54,3,6,7351.92,0.04,0.01,R,F,1992-11-04,1993-01-01,1992-11-12,DELIVER IN PERSON        ,AIR       ,telets. quickly ironic dependencies use.
30532,1571,72,3,2,2945.14,0.08,0.01,N,O,1996-03-02,1996-02-21,1996-03-26,DELIVER IN PERSON        ,AIR       ,h slyly daring requests. stealthily 
30565,1694,95,3,30,47870.70,0.06,0.04,N,O,1995-08-29,1995-10-10,1995-09-18,DELIVER IN PERSON        ,AIR       ,ven asymptotes along the pendi
30598,1913,46,3,28,50817.48,0.06,0.03,R,F,1993-12-19,1993-12-16,1994-01-16,DELIVER IN PERSON        ,AIR       ,"ular courts around the final, dogged depo"
30689,1865,52,2,4,7067.44,0.06,0.07,N,O,1996-10-31,1996-11-27,1996-11-21,DELIVER IN PERSON        ,AIR       ,players. fluffil
30695,635,36,3,18,27641.34,0.07,0.00,N,O,1998-06-11,1998-03-29,1998-06-12,DELIVER IN PERSON        ,AIR       ,he regular requests ar
30821,861,62,3,1,1761.86,0.05,0.00,R,F,1994-01-27,1994-03-04,1994-02-18,DELIVER IN PERSON        ,AIR       ,e quickly bold excuses wake carefully 
30849,432,20,3,29,38640.47,0.09,0.03,N,O,1996-03-19,1996-04-24,1996-03-29,DELIVER IN PERSON        ,AIR       ,s about the 
30882,1271,9,1,19,22273.13,0.05,0.05,N,O,1996-11-06,1996-12-17,1996-12-04,DELIVER IN PERSON        ,AIR       ,ts use slyl
30884,1241,53,1,11,12564.64,0.08,0.08,R,F,1993-11-02,1993-11-12,1993-11-26,DELIVER IN PERSON        ,AIR       ,esides the foxes. fl
31200,227,82,3,2,2254.44,0.00,0.08,N,O,1996-12-23,1996-10-12,1997-01-01,DELIVER IN PERSON        ,AIR       ,pendencies haggle
31238,714,15,3,16,25835.36,0.05,0.06,A,F,1993-12-10,1993-10-05,1993-12-19,DELIVER IN PERSON        ,AIR       ,"onic ideas wake slyly silent, "
31393,1454,55,2,30,40663.50,0.01,0.01,A,F,1992-07-20,1992-08-07,1992-08-18,DELIVER IN PERSON        ,AIR       ,cording to the ironic accounts; fluff
31393,20,96,6,2,1840.04,0.10,0.04,A,F,1992-09-04,1992-07-08,1992-09-29,DELIVER IN PERSON        ,AIR       , quickly regular accounts kindle
31425,239,67,5,26,29619.98,0.09,0.02,N,O,1996-11-19,1996-12-23,1996-12-04,DELIVER IN PERSON        ,AIR       ,along the even deposits caj
31459,1613,55,4,27,40894.47,0.04,0.01,N,O,1998-02-04,1998-01-11,1998-02-23,DELIVER IN PERSON        ,AIR       , quickly final packages. blithely regular
31493,1352,67,1,22,27573.70,0.07,0.00,A,F,1994-12-03,1994-11-29,1994-12-18,DELIVER IN PERSON        ,AIR       ,"the regular, careful inst"
31555,1800,1,2,18,30632.40,0.01,0.02,A,F,1992-01-11,1992-03-30,1992-01-26,DELIVER IN PERSON        ,AIR       ,g the fluffily even pinto bean
31591,1944,77,5,12,22151.28,0.10,0.00,N,O,1998-03-07,1998-01-27,1998-03-24,DELIVER IN PERSON        ,AIR       ,according to the carefully bold foxes. 
31684,1982,15,2,16,30143.68,0.05,0.05,R,F,1992-10-01,1992-11-23,1992-10-12,DELIVER IN PERSON        ,AIR       ,ach after the regular request
31749,170,71,7,26,27824.42,0.03,0.08,N,O,1995-07-05,1995-08-16,1995-07-27,DELIVER IN PERSON        ,AIR       ,even pinto beans. blithely final requ
31813,358,43,1,27,33975.45,0.07,0.02,N,O,1997-05-18,1997-07-28,1997-06-07,DELIVER IN PERSON        ,AIR       ,ng the final theodolites. blithe
31814,1453,54,1,22,29797.90,0.09,0.07,N,O,1997-09-03,1997-10-29,1997-09-20,DELIVER IN PERSON        ,AIR       ,"final, pending foxes solve carefully specia"
31873,617,11,1,29,44010.69,0.00,0.04,R,F,1994-11-29,1995-02-06,1994-12-28,DELIVER IN PERSON        ,AIR       ,ld ideas eat 
31905,553,84,1,22,31978.10,0.00,0.07,N,O,1998-07-31,1998-06-02,1998-08-03,DELIVER IN PERSON        ,AIR       ,cingly around the quickly 
31908,694,26,3,16,25515.04,0.03,0.03,N,O,1998-03-10,1998-02-12,1998-03-26,DELIVER IN PERSON        ,AIR       ,hely final packages. ir
31942,1331,70,1,6,7393.98,0.00,0.04,N,O,1997-02-14,1997-01-17,1997-03-05,DELIVER IN PERSON        ,AIR       ,und the asymptotes. gifts sl
31942,1066,37,3,26,25143.56,0.08,0.05,N,O,1996-12-28,1996-12-29,1997-01-02,DELIVER IN PERSON        ,AIR       ,"ss the unusual, even instr"
31968,1091,62,4,6,5952.54,0.00,0.03,N,O,1998-08-18,1998-08-02,1998-09-06,DELIVER IN PERSON        ,AIR       , pending dependencies a
32036,515,46,3,13,18401.63,0.05,0.05,N,O,1995-10-28,1995-11-30,1995-10-29,DELIVER IN PERSON        ,AIR       ,at furiously daring forges. deposits 
32037,587,88,2,16,23801.28,0.00,0.06,A,F,1994-05-15,1994-04-26,1994-06-05,DELIVER IN PERSON        ,AIR       ,ts wake furiously fina
32133,512,3,4,10,14125.10,0.04,0.02,N,O,1997-07-08,1997-08-18,1997-07-09,DELIVER IN PERSON        ,AIR       ,ccounts. regularly close deposits 
32262,1976,65,6,26,48827.22,0.02,0.06,N,O,1998-09-12,1998-07-20,1998-10-08,DELIVER IN PERSON        ,AIR       ,ajole blithely about the ca
32291,360,61,1,8,10082.88,0.03,0.05,A,F,1995-02-20,1995-02-03,1995-02-26,DELIVER IN PERSON        ,AIR       ,ts integrate quickly. carefu
32320,793,94,5,16,27100.64,0.09,0.07,N,O,1997-04-29,1997-05-06,1997-05-26,DELIVER IN PERSON        ,AIR       ,ly special packages 
32388,1728,13,4,17,27705.24,0.07,0.01,N,O,1996-07-10,1996-05-22,1996-08-09,DELIVER IN PERSON        ,AIR       ,ar theodolites print a
32419,1909,54,1,14,25352.60,0.08,0.03,N,O,1997-05-18,1997-06-30,1997-06-02,DELIVER IN PERSON        ,AIR       ,eodolites. packages
32451,684,16,2,13,20600.84,0.04,0.01,R,F,1994-03-29,1994-05-27,1994-04-14,DELIVER IN PERSON        ,AIR       ,he furiously bold requests. final 
32453,1594,15,3,14,20938.26,0.04,0.07,N,O,1997-10-02,1997-09-09,1997-10-15,DELIVER IN PERSON        ,AIR       ,t carefully furious
32482,596,97,3,21,31428.39,0.01,0.00,N,O,1997-02-22,1997-02-03,1997-03-01,DELIVER IN PERSON        ,AIR       ,uests. blithely ironic plate
32580,602,34,3,28,42072.80,0.09,0.02,N,O,1995-11-16,1995-11-16,1995-11-29,DELIVER IN PERSON        ,AIR       ,lites. carefully flu
32610,918,53,4,23,41834.93,0.00,0.05,A,F,1992-11-22,1992-09-26,1992-12-19,DELIVER IN PERSON        ,AIR       ,ake carefully according to 
32678,45,21,1,30,28351.20,0.10,0.01,N,O,1995-12-22,1996-02-19,1995-12-29,DELIVER IN PERSON        ,AIR       ,usily pending requests are furiously al
32742,1844,74,4,11,19204.24,0.04,0.03,N,O,1998-09-02,1998-07-30,1998-09-09,DELIVER IN PERSON        ,AIR       ," carefully among the permanent, "
32743,1162,35,3,26,27642.16,0.05,0.06,A,F,1993-05-13,1993-07-15,1993-05-22,DELIVER IN PERSON        ,AIR       ,to beans nag furiously. furiou
32804,594,95,1,11,16440.49,0.03,0.08,A,F,1992-10-01,1992-12-06,1992-10-18,DELIVER IN PERSON        ,AIR       ,cial requests grow slyly behind th
32807,120,47,3,18,18362.16,0.01,0.04,R,F,1994-02-04,1994-04-15,1994-02-23,DELIVER IN PERSON        ,AIR       ,"ages at the regular, spec"
32869,1924,25,1,10,18259.20,0.02,0.04,R,F,1994-07-23,1994-05-12,1994-08-02,DELIVER IN PERSON        ,AIR       ,hily special pa
32869,1696,97,2,21,33551.49,0.02,0.07,A,F,1994-07-23,1994-06-18,1994-08-17,DELIVER IN PERSON        ,AIR       ,the regular accounts. qui
32896,1976,77,2,23,43193.31,0.01,0.05,N,O,1997-04-18,1997-06-21,1997-04-26,DELIVER IN PERSON        ,AIR       ,"gular, pending accounts nag ca"
32994,1206,81,4,29,32108.80,0.07,0.08,R,F,1992-12-22,1992-10-31,1993-01-01,DELIVER IN PERSON        ,AIR       ,"re daringly special, even orbits"
33031,547,78,2,12,17370.48,0.05,0.01,R,F,1992-11-12,1992-11-21,1992-11-21,DELIVER IN PERSON        ,AIR       ,s quickly pending deposits. special
33061,1349,64,2,25,31258.50,0.03,0.08,N,O,1995-10-19,1995-10-11,1995-10-30,DELIVER IN PERSON        ,AIR       ,accounts cajole bl
33062,1042,48,1,12,11316.48,0.07,0.00,N,O,1996-02-11,1996-04-09,1996-03-01,DELIVER IN PERSON        ,AIR       ,he slyly special hockey players. fu
33092,1836,66,5,2,3475.66,0.07,0.02,N,O,1997-04-27,1997-05-11,1997-05-25,DELIVER IN PERSON        ,AIR       , even Tiresias. bra
33249,575,36,1,17,25084.69,0.06,0.05,R,F,1992-11-26,1992-11-28,1992-12-02,DELIVER IN PERSON        ,AIR       , requests integrate. busily
33280,180,81,1,27,29164.86,0.01,0.08,N,O,1998-07-12,1998-06-03,1998-07-14,DELIVER IN PERSON        ,AIR       ,blithely pending accounts use dog
33283,1699,23,2,30,48020.70,0.08,0.04,A,F,1993-04-28,1993-05-14,1993-05-10,DELIVER IN PERSON        ,AIR       ,ages nag furiously qu
33345,1104,5,5,18,18091.80,0.06,0.02,N,O,1996-08-06,1996-07-10,1996-08-13,DELIVER IN PERSON        ,AIR       ,kly final requests. fluffily special war
33377,1034,5,3,29,27115.87,0.02,0.05,N,O,1995-10-18,1995-09-16,1995-10-23,DELIVER IN PERSON        ,AIR       ,"y at the ironic, ironic packages. fluffily "
33411,387,44,1,7,9011.66,0.00,0.07,N,O,1998-02-02,1998-04-02,1998-02-03,DELIVER IN PERSON        ,AIR       ,aring ideas. accounts haggle blithely. qu
33415,228,83,2,24,27077.28,0.07,0.06,R,F,1993-05-11,1993-03-30,1993-05-30,DELIVER IN PERSON        ,AIR       ,es detect busily ironic depend
33441,1544,45,2,15,21683.10,0.06,0.06,N,O,1997-06-24,1997-04-23,1997-07-09,DELIVER IN PERSON        ,AIR       ,al packages ought to cajole unusua
33633,1040,76,4,10,9410.40,0.01,0.00,N,O,1996-10-11,1996-10-02,1996-10-16,DELIVER IN PERSON        ,AIR       ,es are care
33636,1964,53,1,29,54112.84,0.10,0.05,N,O,1998-03-10,1998-05-17,1998-03-18,DELIVER IN PERSON        ,AIR       ,yly around the multipliers. expres
33636,1294,6,3,16,19124.64,0.04,0.03,N,O,1998-04-16,1998-04-21,1998-05-10,DELIVER IN PERSON        ,AIR       ,leep. slyly ev
33729,1257,32,4,15,17373.75,0.01,0.06,R,F,1992-10-31,1992-10-24,1992-11-20,DELIVER IN PERSON        ,AIR       ,equests play fluffily against t
33734,1165,38,1,18,19190.88,0.09,0.06,N,O,1996-01-01,1996-01-07,1996-01-13,DELIVER IN PERSON        ,AIR       ,ges along the quickly regular excuses boo
34081,342,71,3,12,14908.08,0.02,0.03,A,F,1994-05-31,1994-06-25,1994-06-24,DELIVER IN PERSON        ,AIR       ,ke carefully iro
34113,1414,32,1,8,10523.28,0.02,0.06,N,O,1998-04-13,1998-05-14,1998-04-29,DELIVER IN PERSON        ,AIR       ,ans nag special accounts. blithely ir
34114,1265,40,3,15,17493.90,0.10,0.08,R,F,1994-05-19,1994-07-26,1994-05-27,DELIVER IN PERSON        ,AIR       ,ts haggle. unusual dep
34115,188,41,1,15,16322.70,0.04,0.02,A,F,1994-06-14,1994-08-05,1994-06-17,DELIVER IN PERSON        ,AIR       ,uses wake regular requests. fluffily exp
34243,310,39,4,15,18154.65,0.10,0.08,R,F,1995-02-26,1995-03-26,1995-03-15,DELIVER IN PERSON        ,AIR       ,atelets haggle furiously along 
34311,710,75,4,6,9664.26,0.10,0.07,A,F,1994-11-07,1994-11-09,1994-11-21,DELIVER IN PERSON        ,AIR       ,lar requests. blithely ironic waters na
34375,848,49,6,6,10493.04,0.05,0.06,R,F,1994-04-24,1994-03-06,1994-04-30,DELIVER IN PERSON        ,AIR       , bold platelets use slyly quickly even
34401,1088,89,3,6,5934.48,0.07,0.08,N,O,1996-06-11,1996-05-03,1996-06-16,DELIVER IN PERSON        ,AIR       ,lly among the slyly regular foxes. pending 
34438,1567,8,1,15,22028.40,0.01,0.06,R,F,1993-12-28,1994-02-01,1994-01-12,DELIVER IN PERSON        ,AIR       ,sly regular requests ar
34535,1885,29,2,23,41098.24,0.05,0.00,A,F,1993-11-17,1993-09-14,1993-11-30,DELIVER IN PERSON        ,AIR       ,ly regular deposits wake according 
34660,302,31,1,5,6011.50,0.07,0.01,N,O,1995-12-05,1995-11-28,1995-12-18,DELIVER IN PERSON        ,AIR       ,sits. fluffil
34694,1421,39,1,5,6612.10,0.08,0.02,N,O,1995-08-17,1995-07-24,1995-09-04,DELIVER IN PERSON        ,AIR       ,quickly final requests affix furiously 
