integer-1,integer-1,integer-1,integer-1,decimal-1,decimal-1,decimal-1,decimal-1,varchar-4,varchar-4,date-1,date-1,date-1,varchar-28,varchar-12,varchar-48
1961,13446,50,1,13.00,24218.48,0.02,0.00,N,O,1996-06-28,1996-04-17,1996-07-21,DELIVER IN PERSON        ,AIR       ,ular deposits. blithely regular acco
1964,5056,97,2,19.00,35453.24,0.04,0.00,N,O,1997-03-24,1997-05-05,1997-04-23,DELIVER IN PERSON        ,AIR       ,c theodolites. ironic a
1965,7591,54,1,11.00,20536.56,0.01,0.00,R,F,1993-06-13,1993-07-24,1993-06-20,DELIVER IN PERSON        ,AIR       ,otes cajole of the carefully regular pint
1981,7463,70,5,15.00,28244.70,0.03,0.06,N,O,1997-09-27,1997-09-14,1997-10-17,DELIVER IN PERSON        ,AIR       ,ickly ironic packages! theodolites u
1981,19139,14,1,12.00,22595.76,0.00,0.06,R,F,1993-12-17,1994-02-26,1993-12-26,DELIVER IN PERSON        ,AIR       ,lites. silent accou
1990,6469,23,3,18.00,34055.82,0.02,0.05,N,O,1996-04-09,1996-05-25,1996-04-26,DELIVER IN PERSON        ,AIR       ,osits. thin
1992,5895,93,5,20.00,37879.80,0.07,0.00,N,O,1997-04-30,1997-02-07,1997-05-08,DELIVER IN PERSON        ,AIR       ,gular deposits wake blithely carefully fin
1993,4227,26,4,2.00,3789.98,0.02,0.05,R,F,1995-04-24,1995-05-09,1995-05-21,DELIVER IN PERSON        ,AIR       ,ep. specia
11,50468,37,2,8.00,7288.08,0.03,0.03,R,F,1992-02-22,1992-04-10,1992-03-20,DELIVER IN PERSON        ,AIR       ,al ideas. deposits above the
20,31393,96,6,2.00,1840.04,0.10,0.04,A,F,1992-09-04,1992-07-08,1992-09-29,DELIVER IN PERSON        ,AIR       , quickly regular accounts kindle
22,28836,48,4,18.00,16596.36,0.08,0.07,R,F,1993-11-02,1993-11-28,1993-11-06,DELIVER IN PERSON        ,AIR       ,"special, pending dependencies cajole wa"
22,43298,98,5,12.00,11064.24,0.09,0.04,N,O,1995-07-18,1995-08-26,1995-08-13,DELIVER IN PERSON        ,AIR       , sleep blithely ironic requests. blithely e
31,27617,7,4,15.00,13965.45,0.02,0.06,A,F,1993-02-17,1992-12-27,1993-03-06,DELIVER IN PERSON        ,AIR       ,ang across the fluffily express pac
33,44743,34,1,30.00,27990.90,0.06,0.05,N,O,1996-05-02,1996-02-04,1996-05-23,DELIVER IN PERSON        ,AIR       ,ogs sleep carefull
34,34945,35,6,28.00,26152.84,0.07,0.03,N,O,1998-07-23,1998-06-20,1998-08-16,DELIVER IN PERSON        ,AIR       ,ding braids. furio
35,28133,61,1,14.00,13090.42,0.02,0.07,N,O,1998-05-08,1998-05-03,1998-05-29,DELIVER IN PERSON        ,AIR       ,onic reque
40,40544,41,6,1.00,940.04,0.00,0.08,A,F,1994-05-06,1994-05-21,1994-05-26,DELIVER IN PERSON        ,AIR       ,riously. slyly regu
40,41222,16,3,15.00,14100.60,0.07,0.07,N,O,1998-04-03,1998-04-24,1998-04-27,DELIVER IN PERSON        ,AIR       , nag carefully along t
42,29632,18,2,1.00,942.04,0.08,0.08,R,F,1993-12-03,1993-09-22,1994-01-02,DELIVER IN PERSON        ,AIR       ,boost quickly. pinto beans above the sl
45,32678,21,1,30.00,28351.20,0.10,0.01,N,O,1995-12-22,1996-02-19,1995-12-29,DELIVER IN PERSON        ,AIR       ,usily pending requests are furiously al
46,36096,22,2,28.00,26489.12,0.03,0.06,A,F,1993-03-23,1993-03-20,1993-03-29,DELIVER IN PERSON        ,AIR       ,ilent accounts. furiously regular deposi
53,28002,4,5,17.00,16201.85,0.10,0.03,R,F,1995-01-28,1995-01-02,1995-02-27,DELIVER IN PERSON        ,AIR       ,ajole pending requests. q
53,41799,54,1,2.00,1906.10,0.05,0.03,A,F,1994-10-08,1994-08-23,1994-10-13,DELIVER IN PERSON        ,AIR       ,cies. special pinto bean
58,49381,34,1,10.00,9580.50,0.02,0.08,A,F,1993-02-24,1993-01-13,1993-03-19,DELIVER IN PERSON        ,AIR       ,against the furiously final accounts. b
61,37282,12,5,24.00,23065.44,0.07,0.05,A,F,1994-08-12,1994-10-06,1994-08-28,DELIVER IN PERSON        ,AIR       ,unts. carefully furious
71,50181,47,5,13.00,12623.91,0.07,0.03,R,F,1992-09-05,1992-07-11,1992-09-27,DELIVER IN PERSON        ,AIR       ,ly furiously ironic accounts
73,40739,24,2,5.00,4865.35,0.03,0.04,N,O,1998-08-15,1998-09-25,1998-08-16,DELIVER IN PERSON        ,AIR       ,integrate fluffily even account
73,41124,49,2,12.00,11676.84,0.01,0.07,A,F,1994-07-21,1994-06-23,1994-08-11,DELIVER IN PERSON        ,AIR       ,st idly about t
80,28163,6,3,8.00,7840.64,0.07,0.03,A,F,1994-09-02,1994-10-29,1994-09-14,DELIVER IN PERSON        ,AIR       ,"uests haggle furiously regular, ironic "
81,36069,82,1,5.00,4905.40,0.09,0.06,A,F,1995-02-13,1995-01-27,1995-02-14,DELIVER IN PERSON        ,AIR       ,le blithely pending pinto 
96,35044,72,4,7.00,6972.63,0.04,0.05,N,O,1997-05-10,1997-07-28,1997-05-11,DELIVER IN PERSON        ,AIR       ,eas! quickly ironic requests use up 
98,35107,99,3,8.00,7984.72,0.06,0.05,A,F,1995-01-09,1994-10-21,1995-01-26,DELIVER IN PERSON        ,AIR       ,nts are slyl
101,46914,54,2,13.00,13014.30,0.07,0.08,N,O,1996-08-16,1996-10-31,1996-09-09,DELIVER IN PERSON        ,AIR       ,o are carefully after the slyly final
115,35366,94,1,27.00,27407.97,0.03,0.07,N,O,1995-07-20,1995-10-05,1995-08-13,DELIVER IN PERSON        ,AIR       ,s haggle furiously after th
120,32807,47,3,18.00,18362.16,0.01,0.04,R,F,1994-02-04,1994-04-15,1994-02-23,DELIVER IN PERSON        ,AIR       ,"ages at the regular, spec"
127,43234,54,1,2.00,2054.24,0.02,0.05,N,O,1998-01-06,1997-12-21,1998-01-31,DELIVER IN PERSON        ,AIR       ,round the furiously regular instructions
132,43395,85,1,4.00,4128.52,0.07,0.07,N,O,1996-03-20,1996-02-16,1996-04-12,DELIVER IN PERSON        ,AIR       ,aggle. carefully brave accounts print car
134,29318,61,2,9.00,9307.17,0.03,0.03,N,O,1995-09-28,1995-08-24,1995-10-18,DELIVER IN PERSON        ,AIR       ," final, regular instructions cajole furio"
137,26215,38,5,10.00,10371.30,0.07,0.05,N,O,1995-09-06,1995-08-11,1995-09-25,DELIVER IN PERSON        ,AIR       ,d haggle blithely requests. q
148,49927,49,2,24.00,25155.36,0.10,0.08,R,F,1992-08-06,1992-09-06,1992-08-10,DELIVER IN PERSON        ,AIR       ,among the slyly bold theodolites ha
155,37731,34,4,10.00,10551.50,0.09,0.07,R,F,1994-11-07,1994-12-29,1994-12-04,DELIVER IN PERSON        ,AIR       ,ts. deposits haggle fluffily
159,42176,38,1,26.00,27537.90,0.00,0.07,N,O,1998-02-23,1998-03-18,1998-03-21,DELIVER IN PERSON        ,AIR       ,gle furiously furiously ironic p
159,48800,60,5,23.00,24360.45,0.04,0.01,R,F,1994-01-14,1994-01-05,1994-02-11,DELIVER IN PERSON        ,AIR       ,c accounts try to nag along the perman
170,31749,71,7,26.00,27824.42,0.03,0.08,N,O,1995-07-05,1995-08-16,1995-07-27,DELIVER IN PERSON        ,AIR       ,even pinto beans. blithely final requ
173,49472,26,3,9.00,9658.53,0.04,0.03,A,F,1993-09-25,1993-10-03,1993-09-29,DELIVER IN PERSON        ,AIR       ,es boost furiously according to 
175,41092,54,2,22.00,23653.74,0.10,0.05,N,O,1997-10-15,1997-08-16,1997-10-24,DELIVER IN PERSON        ,AIR       ,nusual packages grow blithely pend
178,36002,31,4,6.00,6469.02,0.00,0.00,R,F,1993-05-29,1993-07-10,1993-06-18,DELIVER IN PERSON        ,AIR       ,after the quickly regular deposits. ironi
180,33280,81,1,27.00,29164.86,0.01,0.08,N,O,1998-07-12,1998-06-03,1998-07-14,DELIVER IN PERSON        ,AIR       ,blithely pending accounts use dog
184,37189,37,2,27.00,29272.86,0.05,0.06,R,F,1992-09-28,1992-08-07,1992-10-04,DELIVER IN PERSON        ,AIR       ,ld theodolites are f
188,34115,41,1,15.00,16322.70,0.04,0.02,A,F,1994-06-14,1994-08-05,1994-06-17,DELIVER IN PERSON        ,AIR       ,uses wake regular requests. fluffily exp
193,42215,72,2,15.00,16397.85,0.00,0.05,A,F,1993-11-24,1993-12-17,1993-12-15,DELIVER IN PERSON        ,AIR       ,ost furiously furiously ironic packag
204,30052,59,3,8.00,8833.60,0.07,0.00,N,O,1998-07-01,1998-05-05,1998-07-04,DELIVER IN PERSON        ,AIR       ,luffily regular foxes wak
204,41383,5,1,18.00,19875.60,0.01,0.07,A,F,1993-08-01,1993-07-19,1993-08-18,DELIVER IN PERSON        ,AIR       ,after the carefully regular orb
209,41669,37,5,16.00,17747.20,0.10,0.00,N,O,1997-12-31,1997-12-19,1998-01-27,DELIVER IN PERSON        ,AIR       ,ep blithely among the quickly even foxes
212,38977,94,1,23.00,25580.83,0.00,0.00,R,F,1993-03-17,1993-03-17,1993-03-24,DELIVER IN PERSON        ,AIR       ,quests grow slyly. final 
216,28546,98,1,11.00,12278.31,0.02,0.04,R,F,1992-10-29,1992-12-07,1992-11-22,DELIVER IN PERSON        ,AIR       ,sits. caref
218,25958,73,6,19.00,21245.99,0.06,0.01,N,O,1997-06-23,1997-08-05,1997-07-12,DELIVER IN PERSON        ,AIR       ,. ironic instru
220,38279,48,2,21.00,23524.62,0.02,0.00,A,F,1992-07-14,1992-06-12,1992-07-17,DELIVER IN PERSON        ,AIR       ,"nstructions. ironic, regu"
222,42434,4,2,3.00,3366.66,0.01,0.06,N,O,1998-01-24,1998-03-28,1998-01-25,DELIVER IN PERSON        ,AIR       , accounts above the 
227,31200,82,3,2.00,2254.44,0.00,0.08,N,O,1996-12-23,1996-10-12,1997-01-01,DELIVER IN PERSON        ,AIR       ,pendencies haggle
228,33415,83,2,24.00,27077.28,0.07,0.06,R,F,1993-05-11,1993-03-30,1993-05-30,DELIVER IN PERSON        ,AIR       ,es detect busily ironic depend
233,29248,88,7,17.00,19264.91,0.01,0.08,N,O,1998-05-10,1998-05-15,1998-06-05,DELIVER IN PERSON        ,AIR       ,iously after the ironic packages. 
234,44416,89,2,14.00,15879.22,0.08,0.05,N,O,1996-07-16,1996-09-03,1996-07-27,DELIVER IN PERSON        ,AIR       ,to beans. furiously silent
234,46816,89,3,19.00,21550.37,0.01,0.01,N,O,1996-04-11,1996-03-08,1996-04-16,DELIVER IN PERSON        ,AIR       ,gle. slyly bold acc
235,39395,63,7,14.00,15893.22,0.01,0.08,N,O,1996-12-23,1996-10-29,1997-01-20,DELIVER IN PERSON        ,AIR       ,special de
236,41638,18,1,19.00,21588.37,0.06,0.04,A,F,1993-09-12,1993-08-12,1993-09-17,DELIVER IN PERSON        ,AIR       ,as haggle furiously final orbit
237,26912,38,2,1.00,1137.23,0.09,0.04,A,F,1992-05-14,1992-06-13,1992-05-17,DELIVER IN PERSON        ,AIR       ,ld deposits haggle slyly carefully unusua
239,31425,67,5,26.00,29619.98,0.09,0.02,N,O,1996-11-19,1996-12-23,1996-12-04,DELIVER IN PERSON        ,AIR       ,along the even deposits caj
243,49031,25,4,10.00,11432.40,0.04,0.08,N,O,1997-09-01,1997-09-10,1997-09-08,DELIVER IN PERSON        ,AIR       ,"g, unusual asymptotes. quickly expr"
248,26723,30,1,10.00,11482.40,0.02,0.07,R,F,1995-03-29,1995-05-12,1995-04-24,DELIVER IN PERSON        ,AIR       ,"refully across the ironic,"
248,26785,3,5,3.00,3444.72,0.10,0.03,N,O,1996-08-03,1996-08-02,1996-08-28,DELIVER IN PERSON        ,AIR       ,ts sleep carefully bold accounts. qu
255,36448,10,2,12.00,13863.00,0.00,0.03,R,F,1993-11-20,1993-10-26,1993-11-28,DELIVER IN PERSON        ,AIR       ,ckly. regular platelets cajole
257,41189,58,2,26.00,30088.50,0.04,0.06,A,F,1994-10-17,1994-08-28,1994-10-30,DELIVER IN PERSON        ,AIR       ,heodolites. carefully even ideas
257,50790,12,1,22.00,25459.50,0.06,0.02,N,O,1995-10-02,1995-10-12,1995-10-25,DELIVER IN PERSON        ,AIR       ,uternes across the express 
260,26786,88,1,11.00,12762.86,0.02,0.01,R,F,1993-07-11,1993-06-24,1993-07-17,DELIVER IN PERSON        ,AIR       ,wake slyly regular
262,47270,63,3,18.00,20920.68,0.09,0.00,A,F,1993-11-02,1993-09-07,1993-11-17,DELIVER IN PERSON        ,AIR       ,ct carefully. slyly express
271,44992,53,4,29.00,33966.83,0.01,0.02,A,F,1993-03-27,1993-03-04,1993-04-07,DELIVER IN PERSON        ,AIR       ,quickly ironic requests. regular theodolite
273,44929,28,2,10.00,11732.70,0.00,0.07,A,F,1993-09-20,1993-09-15,1993-10-18,DELIVER IN PERSON        ,AIR       ,"se quickly regular, express instruct"
274,39652,29,1,30.00,35228.10,0.08,0.08,A,F,1992-05-11,1992-06-28,1992-06-01,DELIVER IN PERSON        ,AIR       ,", even accounts sleep. furiously specia"
278,38464,79,2,14.00,16495.78,0.07,0.03,R,F,1994-02-14,1994-01-31,1994-03-15,DELIVER IN PERSON        ,AIR       ,ave to boo
278,44096,79,7,17.00,20030.59,0.03,0.00,N,O,1997-04-22,1997-04-13,1997-05-11,DELIVER IN PERSON        ,AIR       ,ly express asym
290,28643,91,4,30.00,35708.70,0.00,0.05,A,F,1993-07-03,1993-06-23,1993-08-02,DELIVER IN PERSON        ,AIR       ,requests. pac
290,35908,45,1,6.00,7141.74,0.09,0.00,R,F,1994-01-18,1994-02-07,1994-02-13,DELIVER IN PERSON        ,AIR       ,e courts sleep across 
293,36421,75,4,10.00,11932.90,0.03,0.05,N,O,1996-06-19,1996-07-05,1996-07-01,DELIVER IN PERSON        ,AIR       ,pinto bean
293,38951,75,6,2.00,2386.58,0.06,0.04,N,O,1997-05-03,1997-05-17,1997-05-29,DELIVER IN PERSON        ,AIR       , furiously regular theodolites across the 
298,27106,80,3,15.00,17974.35,0.04,0.08,N,O,1996-03-11,1996-02-10,1996-03-13,DELIVER IN PERSON        ,AIR       ,r along the regularly even foxes. 
299,42054,54,1,11.00,13192.19,0.03,0.08,A,F,1992-10-08,1992-12-12,1992-10-19,DELIVER IN PERSON        ,AIR       ,", regular requests are carefully. r"
299,50982,100,2,12.00,14391.48,0.08,0.07,R,F,1992-04-27,1992-06-17,1992-05-05,DELIVER IN PERSON        ,AIR       ,yly bold requests wake quickly. furious
302,34660,31,1,5.00,6011.50,0.07,0.01,N,O,1995-12-05,1995-11-28,1995-12-18,DELIVER IN PERSON        ,AIR       ,sits. fluffil
305,35490,62,3,22.00,26516.60,0.10,0.03,R,F,1994-03-14,1994-01-16,1994-03-31,DELIVER IN PERSON        ,AIR       , furiously ironic 
305,50020,34,3,30.00,36159.00,0.09,0.08,N,O,1996-10-04,1996-07-14,1996-10-28,DELIVER IN PERSON        ,AIR       ,"hins. bold, reg"
310,34243,39,4,15.00,18154.65,0.10,0.08,R,F,1995-02-26,1995-03-26,1995-03-15,DELIVER IN PERSON        ,AIR       ,atelets haggle furiously along 
311,37607,96,4,6.00,7267.86,0.07,0.06,N,O,1997-10-25,1997-10-24,1997-11-03,DELIVER IN PERSON        ,AIR       ,ake. blithely careful packages engag
311,46530,68,5,26.00,31494.06,0.09,0.08,N,F,1995-06-07,1995-05-25,1995-06-30,DELIVER IN PERSON        ,AIR       ,ld theodolites wake alongsi
314,41542,71,2,23.00,27929.13,0.04,0.05,A,F,1995-01-22,1994-11-09,1995-02-14,DELIVER IN PERSON        ,AIR       ,s dolphins are. c
316,47206,73,1,30.00,36489.30,0.02,0.05,N,O,1996-04-07,1996-03-17,1996-04-12,DELIVER IN PERSON        ,AIR       ,cial packages about the accounts 
323,37284,52,2,16.00,19573.12,0.04,0.00,N,O,1995-07-10,1995-05-16,1995-07-22,DELIVER IN PERSON        ,AIR       ,"ets wake along the even, bold reques"
325,30499,54,3,6.00,7351.92,0.04,0.01,R,F,1992-11-04,1993-01-01,1992-11-12,DELIVER IN PERSON        ,AIR       ,telets. quickly ironic dependencies use.
327,40324,28,3,6.00,7363.92,0.02,0.00,N,O,1996-05-21,1996-03-13,1996-06-15,DELIVER IN PERSON        ,AIR       ,eans wake 
328,35072,29,5,17.00,20881.44,0.03,0.02,N,O,1996-04-03,1996-02-05,1996-04-15,DELIVER IN PERSON        ,AIR       ,quests are carefully. carefully
342,34081,71,3,12.00,14908.08,0.02,0.03,A,F,1994-05-31,1994-06-25,1994-06-24,DELIVER IN PERSON        ,AIR       ,ke carefully iro
354,37411,83,3,2.00,2508.70,0.04,0.08,N,O,1997-03-19,1997-03-14,1997-04-02,DELIVER IN PERSON        ,AIR       ,"aggle fluffily. unusual, "
355,30113,84,1,24.00,30128.40,0.06,0.01,A,F,1992-04-07,1992-05-01,1992-05-07,DELIVER IN PERSON        ,AIR       ,ole to the blithely regular accounts. bl
358,31813,43,1,27.00,33975.45,0.07,0.02,N,O,1997-05-18,1997-07-28,1997-06-07,DELIVER IN PERSON        ,AIR       ,ng the final theodolites. blithe
360,32291,61,1,8.00,10082.88,0.03,0.05,A,F,1995-02-20,1995-02-03,1995-02-26,DELIVER IN PERSON        ,AIR       ,ts integrate quickly. carefu
360,45120,61,5,1.00,1260.36,0.07,0.05,A,F,1994-07-10,1994-07-02,1994-07-15,DELIVER IN PERSON        ,AIR       , above the slyly pending ideas boost furio
361,41922,18,4,13.00,16397.68,0.08,0.02,A,F,1993-11-05,1993-12-03,1993-11-27,DELIVER IN PERSON        ,AIR       ,ly even requests. fluffily silent f
362,29890,63,2,1.00,1262.36,0.03,0.00,A,F,1993-06-16,1993-06-03,1993-07-06,DELIVER IN PERSON        ,AIR       ,ges haggle fluffily above the instructions.
364,28930,21,3,8.00,10114.88,0.07,0.05,N,O,1997-12-19,1998-03-09,1997-12-31,DELIVER IN PERSON        ,AIR       ,leep slyly according to the blithely 
366,40583,95,2,19.00,24060.84,0.07,0.03,N,O,1998-03-31,1998-05-19,1998-04-21,DELIVER IN PERSON        ,AIR       ,e slyly dep
369,44322,54,4,3.00,3808.08,0.00,0.07,N,O,1996-02-06,1995-12-10,1996-02-28,DELIVER IN PERSON        ,AIR       ,oxes wake fl
374,27175,59,1,22.00,28036.14,0.10,0.04,A,F,1993-09-18,1993-11-09,1993-10-14,DELIVER IN PERSON        ,AIR       ,ites? carefully special accounts promise s
383,43713,12,3,7.00,8983.66,0.01,0.00,A,F,1993-01-04,1992-10-18,1993-01-31,DELIVER IN PERSON        ,AIR       ,ar courts boost blithely. ca
386,35012,87,5,21.00,27013.98,0.03,0.03,A,F,1992-07-10,1992-08-09,1992-08-06,DELIVER IN PERSON        ,AIR       ,ress requests. close pinto b
387,33411,44,1,7.00,9011.66,0.00,0.07,N,O,1998-02-02,1998-04-02,1998-02-03,DELIVER IN PERSON        ,AIR       ,aring ideas. accounts haggle blithely. qu
392,39397,49,4,14.00,18093.46,0.07,0.03,A,F,1993-10-19,1993-12-10,1993-10-25,DELIVER IN PERSON        ,AIR       ,slowly car
392,47878,21,3,14.00,18093.46,0.03,0.01,N,O,1995-08-23,1995-06-15,1995-09-01,DELIVER IN PERSON        ,AIR       ,yly final pinto be
395,40643,24,6,25.00,32384.75,0.06,0.06,N,O,1995-06-24,1995-06-27,1995-07-01,DELIVER IN PERSON        ,AIR       ,ounts. requests haggle
399,26496,56,4,21.00,27287.19,0.01,0.06,N,O,1996-09-30,1996-08-13,1996-10-26,DELIVER IN PERSON        ,AIR       ,"nusual, final accounts: idea"
399,26628,100,6,5.00,6496.95,0.03,0.06,N,O,1997-02-20,1997-03-19,1997-03-10,DELIVER IN PERSON        ,AIR       ,ts. blithely 
399,36867,28,1,27.00,35083.53,0.05,0.03,R,F,1994-11-22,1994-11-25,1994-11-27,DELIVER IN PERSON        ,AIR       ,"cies cajole blithely. final, dar"
399,43842,56,5,8.00,10395.12,0.01,0.06,R,F,1994-05-12,1994-03-26,1994-06-10,DELIVER IN PERSON        ,AIR       ,uffily express ideas. final deposits so
400,26305,85,7,4.00,5201.60,0.06,0.04,A,F,1993-12-07,1994-02-08,1993-12-12,DELIVER IN PERSON        ,AIR       ,the silent packages cajo
400,47041,85,2,17.00,22106.80,0.06,0.07,A,F,1992-04-20,1992-06-14,1992-05-18,DELIVER IN PERSON        ,AIR       ,its haggle quickly. idly final courts aga
413,46273,14,2,8.00,10507.28,0.01,0.06,N,O,1997-10-05,1997-10-03,1997-10-16,DELIVER IN PERSON        ,AIR       ,riously furiously final request
431,27461,19,6,23.00,30622.89,0.00,0.03,A,F,1993-04-15,1993-04-13,1993-04-19,DELIVER IN PERSON        ,AIR       ,structions nag care
432,30849,20,3,29.00,38640.47,0.09,0.03,N,O,1996-03-19,1996-04-24,1996-03-29,DELIVER IN PERSON        ,AIR       ,s about the 
441,44615,100,5,24.00,32194.56,0.05,0.01,A,F,1993-06-11,1993-07-19,1993-07-11,DELIVER IN PERSON        ,AIR       ," sleep blithely. regular, regu"
446,27587,47,1,25.00,33661.00,0.01,0.07,N,O,1996-11-28,1996-12-08,1996-12-23,DELIVER IN PERSON        ,AIR       , instructions. carefully regular theodo
448,45604,7,1,29.00,39104.76,0.01,0.07,A,F,1993-06-13,1993-04-28,1993-07-04,DELIVER IN PERSON        ,AIR       ,ons haggle slyly about the regula
448,47655,7,5,12.00,16181.28,0.08,0.08,N,O,1997-10-14,1997-10-12,1997-10-28,DELIVER IN PERSON        ,AIR       ,above the quickly p
452,28100,11,3,6.00,8114.70,0.03,0.08,N,O,1996-02-28,1996-01-15,1996-03-24,DELIVER IN PERSON        ,AIR       ,l packages sleep among the bo
456,47810,57,1,11.00,14920.95,0.10,0.02,N,O,1995-12-05,1995-10-19,1995-12-29,DELIVER IN PERSON        ,AIR       ,e regular asymptot
460,45602,90,3,14.00,19046.44,0.01,0.01,N,O,1997-02-20,1996-12-29,1997-02-21,DELIVER IN PERSON        ,AIR       ,fter the quickly regular acc
465,36006,53,2,8.00,10923.68,0.07,0.06,N,O,1996-02-08,1996-01-11,1996-02-28,DELIVER IN PERSON        ,AIR       , haggle. blithely 
473,42822,32,2,30.00,41204.10,0.08,0.02,N,O,1998-06-01,1998-06-13,1998-06-18,DELIVER IN PERSON        ,AIR       ,"ackages after the regular, ironic ideas bo"
474,26279,4,3,24.00,32987.28,0.04,0.01,A,F,1994-08-30,1994-10-15,1994-09-03,DELIVER IN PERSON        ,AIR       ,ar deposits sleep furiousl
477,40807,78,2,9.00,12397.23,0.05,0.08,A,F,1993-07-01,1993-06-13,1993-07-26,DELIVER IN PERSON        ,AIR       ,"ent packages. regular, busy requests cajo"
481,38530,40,4,4.00,5525.92,0.08,0.01,R,F,1995-05-24,1995-06-11,1995-05-25,DELIVER IN PERSON        ,AIR       ,ely ironic accounts use. regular dolphins
483,39651,13,3,12.00,16601.76,0.09,0.03,N,O,1996-11-08,1996-11-08,1996-11-29,DELIVER IN PERSON        ,AIR       ,edly regular deposits slee
484,35524,43,1,1.00,1384.48,0.09,0.08,N,O,1997-08-16,1997-08-19,1997-08-19,DELIVER IN PERSON        ,AIR       ,excuses. courts cajole
485,28866,15,1,21.00,29095.08,0.07,0.08,N,O,1997-08-28,1997-08-11,1997-09-09,DELIVER IN PERSON        ,AIR       ,y bold theodolites caj
486,27782,45,1,25.00,34662.00,0.01,0.06,N,O,1996-04-08,1996-05-03,1996-05-04,DELIVER IN PERSON        ,AIR       ,ly. furiously pending ideas cajole furi
495,45607,83,1,5.00,6977.45,0.03,0.00,N,O,1998-02-10,1998-02-02,1998-03-02,DELIVER IN PERSON        ,AIR       ," the final requests. pending, iron"
500,45920,59,2,27.00,37813.50,0.09,0.04,N,O,1996-08-21,1996-09-02,1996-09-03,DELIVER IN PERSON        ,AIR       , regular pinto beans was slyly abou
503,48064,4,2,27.00,37894.50,0.09,0.02,A,F,1993-08-06,1993-08-20,1993-09-01,DELIVER IN PERSON        ,AIR       ,ickly special courts use furiously
504,44901,5,2,6.00,8427.00,0.07,0.07,N,O,1997-04-23,1997-03-17,1997-05-16,DELIVER IN PERSON        ,AIR       ," unusual ideas cajole ironic, unusual pin"
512,32133,3,4,10.00,14125.10,0.04,0.02,N,O,1997-07-08,1997-08-18,1997-07-09,DELIVER IN PERSON        ,AIR       ,ccounts. regularly close deposits 
513,27840,74,5,29.00,40991.79,0.07,0.08,A,F,1994-09-05,1994-09-12,1994-09-19,DELIVER IN PERSON        ,AIR       ,al dependencies cajole fluffily. fur
513,41827,14,1,26.00,36751.26,0.08,0.05,N,O,1996-02-16,1996-01-26,1996-02-23,DELIVER IN PERSON        ,AIR       ,ffily pending instruc
515,32036,46,3,13.00,18401.63,0.05,0.05,N,O,1995-10-28,1995-11-30,1995-10-29,DELIVER IN PERSON        ,AIR       ,at furiously daring forges. deposits 
529,37858,20,1,18.00,25731.36,0.06,0.00,A,F,1993-10-07,1993-07-28,1993-11-02,DELIVER IN PERSON        ,AIR       ,ously express pinto beans accord
531,40099,22,4,12.00,17178.36,0.06,0.01,N,O,1998-08-28,1998-07-12,1998-09-07,DELIVER IN PERSON        ,AIR       ,fully ironic 
532,27136,23,2,28.00,40110.84,0.01,0.06,N,O,1998-05-18,1998-05-26,1998-05-31,DELIVER IN PERSON        ,AIR       ,slyly regular ideas cajole about the un
534,47872,65,4,15.00,21517.95,0.01,0.05,R,F,1994-07-03,1994-08-11,1994-07-20,DELIVER IN PERSON        ,AIR       ,"pecial, spe"
538,37793,99,3,2.00,2877.06,0.09,0.03,A,F,1995-03-10,1994-12-30,1995-03-15,DELIVER IN PERSON        ,AIR       ,ong the quickly ironic instructions. 
547,33031,78,2,12.00,17370.48,0.05,0.01,R,F,1992-11-12,1992-11-21,1992-11-21,DELIVER IN PERSON        ,AIR       ,s quickly pending deposits. special
553,31905,84,1,22.00,31978.10,0.00,0.07,N,O,1998-07-31,1998-06-02,1998-08-03,DELIVER IN PERSON        ,AIR       ,cingly around the quickly 
558,50852,89,4,6.00,8751.30,0.10,0.07,N,O,1995-07-27,1995-08-02,1995-07-28,DELIVER IN PERSON        ,AIR       ,g about the regular platelets. regular f
563,46244,64,4,1.00,1463.56,0.01,0.02,R,F,1994-08-08,1994-08-15,1994-08-21,DELIVER IN PERSON        ,AIR       ,ffily ironic requests hag
568,50694,99,4,8.00,11748.48,0.00,0.04,N,O,1996-12-11,1996-10-18,1996-12-19,DELIVER IN PERSON        ,AIR       ,jole about the blithely regular depend
575,33249,36,1,17.00,25084.69,0.06,0.05,R,F,1992-11-26,1992-11-28,1992-12-02,DELIVER IN PERSON        ,AIR       , requests integrate. busily
586,39366,17,7,3.00,4459.74,0.08,0.01,N,O,1997-09-06,1997-09-18,1997-09-16,DELIVER IN PERSON        ,AIR       ,uriously bold
587,32037,88,2,16.00,23801.28,0.00,0.06,A,F,1994-05-15,1994-04-26,1994-06-05,DELIVER IN PERSON        ,AIR       ,ts wake furiously fina
589,43362,50,2,21.00,31281.18,0.00,0.02,R,F,1994-05-05,1994-03-04,1994-05-17,DELIVER IN PERSON        ,AIR       ,posits are blithely quickly 
594,32804,95,1,11.00,16440.49,0.03,0.08,A,F,1992-10-01,1992-12-06,1992-10-18,DELIVER IN PERSON        ,AIR       ,cial requests grow slyly behind th
596,32482,97,3,21.00,31428.39,0.01,0.00,N,O,1997-02-22,1997-02-03,1997-03-01,DELIVER IN PERSON        ,AIR       ,uests. blithely ironic plate
600,41477,61,1,6.00,9003.60,0.10,0.03,N,O,1998-06-17,1998-07-11,1998-06-24,DELIVER IN PERSON        ,AIR       ,lithely regular ex
