integer-1,varchar-32,varchar-32,integer-1
78549,Nissan,Sentra,616
78552,Mitsubishi,Outlander,5169
78554,Cadillac,DeVille,1844
78581,Ford,Club Wagon,7030
78582,Maybach,Landaulet,6247
78591,Pontiac,Vibe,2631
78598,Mercedes-Benz,300TE,816
78607,Mitsubishi,Challenger,5645
78608,Maserati,Spyder,1167
78611,Audi,A5,4263
78619,GMC,Yukon XL 2500,1138
78637,Ford,Taurus,2373
78659,BMW,530,752
78668,Audi,A8,5311
78674,Eagle,Vision,744
78681,Ford,Excursion,7625
78701,Land Rover,Range Rover,29
78702,Bentley,Continental GT,1021
78703,Mercury,Sable,848
78708,GMC,Savana 2500,738
78720,Mercedes-Benz,R-Class,5731
78732,Volkswagen,Passat,4538
78747,Ford,F-Series,1276
78760,Mitsubishi,Precis,5516
78765,Lexus,ES,757
78772,Chevrolet,Tahoe,1234
78780,Mercedes-Benz,W201,4384
78783,Volkswagen,Rabbit,6809
78808,BMW,1 Series,1016
78836,Toyota,Avalon,1429
78849,Chevrolet,Astro,6308
78849,Toyota,Prius v,7413
78858,Dodge,Viper,4223
78863,Nissan,350Z,401
78869,Cadillac,CTS-V,5299
78879,Mercury,Milan,1071
78882,Audi,80,2290
78884,Infiniti,IPL G,1144
78892,Mercedes-Benz,CL-Class,3348
78921,Mercedes-Benz,CL-Class,2229
78947,Subaru,Legacy,6619
78972,Mazda,MX-6,7299
79005,Pontiac,Grand Prix,2443
79018,Chevrolet,Monza,5419
79020,Pontiac,Bonneville,6029
79025,Chevrolet,Caprice,1654
79037,Audi,A6,4106
79044,Lincoln,Continental,2006
79058,Ford,Aerostar,4203
79074,Mitsubishi,Montero,1213
79090,Mazda,Mazda6 Sport,4774
79104,Isuzu,Amigo,2343
79124,Nissan,Altima,5164
79134,Volkswagen,Jetta,3899
79142,Isuzu,Rodeo,3198
79149,Honda,Odyssey,7075
79227,Ford,Bronco II,3850
79233,GMC,Yukon XL 2500,3009
79248,Mazda,RX-8,6690
79262,Honda,Prelude,1074
79264,BMW,X6 M,626
79269,GMC,Yukon XL 2500,2008
79272,GMC,Savana 1500,5584
79273,Volvo,XC60,1173
79275,Kia,Sedona,3749
79299,GMC,Acadia,2263
79315,Dodge,Intrepid,2217
79330,Lexus,LS,81
79336,Dodge,Intrepid,3670
79337,Nissan,Frontier,6954
79343,Chrysler,Crossfire Roadster,1907
79356,Audi,4000s Quattro,7988
79370,Bentley,Arnage,7232
79394,Ford,GT500,2091
79404,Chrysler,PT Cruiser,3537
79415,Dodge,Intrepid,1577
79428,Lincoln,MKS,5758
79430,Lexus,ES,6897
79449,Chevrolet,Prizm,6656
79451,Ford,Mustang,5385
79453,Ford,Focus,4889
79456,Audi,V8,6255
79457,Nissan,Quest,6532
79461,Buick,LeSabre,273
79464,Ford,Escort ZX2,2081
79469,Mazda,B-Series,1155
79483,Ford,Probe,486
79487,Chevrolet,Caprice Classic,971
79493,Chevrolet,APV,3114
79496,Audi,S4,7040
79499,Mercedes-Benz,SLK-Class,4560
79518,Audi,A4,185
79529,Toyota,Sienna,6878
79533,Plymouth,Neon,1673
79548,Cadillac,Eldorado,6983
79565,Toyota,Corolla,1973
79567,Chevrolet,Prizm,7224
79582,Mazda,626,127
79591,Volkswagen,Touareg,499
79609,BMW,5 Series,6888
79611,Chevrolet,S10 Blazer,632
79614,Volvo,S60,1275
79617,Land Rover,Freelander,954
79625,Dodge,Ram Wagon B150,4266
79650,Mitsubishi,3000GT,4663
79654,Chevrolet,Cavalier,7825
79658,Ford,E350,5277
79662,Pontiac,Sunbird,737
79662,Dodge,Ram 2500 Club,3212
79675,Ford,F-Series Super Duty,4532
79677,Pontiac,Sunbird,3767
79682,Bentley,Azure,563
79687,Audi,A5,230
79717,Infiniti,Q,338
79717,Spyker,C8 Spyder Wide Body,2417
79723,Mazda,Miata MX-5,1156
79741,Daewoo,Leganza,3121
79784,BMW,760,6198
79810,BMW,600,7443
79833,Mitsubishi,Diamante,6169
79851,Suzuki,Forenza,4342
79871,Toyota,Avalon,202
79877,Dodge,Durango,4499
79879,Ford,F450,1990
79939,Oldsmobile,Cutlass Cruiser,2204
79953,GMC,Suburban 2500,701
79953,Maserati,Spyder,4115
79955,GMC,Sierra 3500,51
79978,Mercedes-Benz,SL-Class,7433
79980,Mercury,Topaz,3756
79999,Honda,Insight,6310
80015,Buick,Skylark,2430
80024,Pontiac,Grand Prix,686
80053,Isuzu,Impulse,629
80062,Mercury,Cougar,113
80065,Mazda,CX-7,1813
80076,Pontiac,Grand Prix,5642
80077,Honda,CR-V,1025
80078,Lamborghini,Reventón,3796
80093,Maserati,Quattroporte,784
80109,GMC,Yukon,7759
80119,Ford,E250,7085
80124,Saab,9-5,4027
80133,Dodge,Dynasty,1873
80143,Chevrolet,Tracker,4844
80158,Mercedes-Benz,S-Class,4487
80165,Audi,S8,2366
80172,BMW,Z3,2533
80182,Mazda,CX-7,3722
80204,Chevrolet,1500,1836
80209,Mazda,626,5668
80212,Nissan,Murano,104
80219,Jaguar,XF,2554
80232,BMW,750,1833
80246,Nissan,Maxima,6282
80262,Mazda,Millenia,1516
80269,Chevrolet,Blazer,2065
80269,Holden,VS Commodore,2984
80271,Kia,Spectra,5213
80288,Toyota,Avalon,4034
80312,Chevrolet,Beretta,5029
80333,Chevrolet,Suburban 1500,5594
80344,Lexus,GS,7245
80360,Volvo,XC90,6360
80363,Volvo,S60,1067
80368,Audi,100,660
80372,Mazda,CX-9,5351
80374,Subaru,Legacy,5319
80388,Ford,F250,3075
80399,Chevrolet,Corvette,2623
80408,Mercedes-Benz,E-Class,210
80408,Ford,Escort,6367
80410,Pontiac,Grand Prix,9
80410,Toyota,Corolla,6185
80412,Mercedes-Benz,S-Class,1869
80423,GMC,Yukon,5760
80452,Audi,S8,4269
80461,GMC,2500,7762
80467,Porsche,Cayman,95
80468,Mercury,Sable,5297
80477,Chevrolet,Camaro,4151
80483,Kia,Sportage,5752
80493,Honda,S2000,340
80494,GMC,Savana 2500,89
80498,Toyota,Tacoma Xtra,1417
80498,Subaru,Alcyone SVX,7701
80508,Mercury,Montego,3861
80511,BMW,7 Series,4139
80514,Suzuki,SJ,7215
80529,Chevrolet,3500,543
80531,Pontiac,LeMans,389
80531,Infiniti,FX,2995
80536,Honda,Pilot,7906
80540,Dodge,D350 Club,255
80541,Saturn,S-Series,720
80546,Oldsmobile,98,5906
80570,GMC,Suburban 1500,930
80585,Mitsubishi,Eclipse,590
80593,Pontiac,Grand Prix,3844
80597,GMC,1500,4762
80599,Kia,Spectra,6526
80601,Volvo,960,3240
80611,Porsche,928,4391
80620,Kia,Amanti,7114
80625,Chevrolet,Impala,4048
80650,Ford,Th!nk,4620
80658,Lexus,GS,4681
80676,Dodge,Colt,4234
80685,Suzuki,Swift,7334
80688,Buick,Coachbuilder,814
80698,Mitsubishi,3000GT,1556
80710,Hummer,H1,5413
80736,Mitsubishi,Galant,512
80750,Mazda,MPV,6491
80752,Hyundai,Veracruz,3811
80770,Mazda,626,6077
80785,Dodge,Caravan,3989
80823,Lexus,IS,5900
80834,Volvo,XC60,1915
80838,Ford,Explorer,4256
80857,Saab,9-3,3333
80873,Mercedes-Benz,SL-Class,5373
80874,Ferrari,FF,6223
80876,Mazda,Mazda6,10
80876,Hyundai,Genesis Coupe,2838
80905,Dodge,Ram Van 3500,1109
80913,Ford,Contour,1069
80917,Mazda,B-Series,7671
80929,Land Rover,Range Rover,61
80946,Mercedes-Benz,E-Class,3724
81017,Saab,9000,5076
81019,Ford,Explorer,876
81019,Suzuki,XL7,1644
81024,Nissan,NX,1706
81039,Chevrolet,Impala SS,1083
81050,Ferrari,FF,1117
81063,Pontiac,Grand Prix,2412
81070,Lotus,Exige,7552
81082,Hyundai,Elantra,2095
81087,Chrysler,Concorde,7431
81090,Toyota,Avalon,2248
81119,Lincoln,Town Car,1754
81131,Honda,Crosstour,3628
81142,Ford,ZX2,6514
81155,BMW,Z4 M,2741
81156,GMC,Savana 3500,3508
81162,GMC,Yukon XL,2139
81162,Audi,S4,4948
81167,Audi,TT,7144
81193,Chevrolet,Tahoe,2348
81199,Buick,Park Avenue,1121
81200,Ford,Mustang,7463
81205,Studebaker,Avanti,3123
81205,Toyota,MR2,6886
81214,Mazda,Mazda6,3650
81251,Infiniti,QX,4463
81252,Volvo,S80,7058
81259,Land Rover,Defender 90,6145
81263,Isuzu,Hombre,6315
81265,Buick,Electra,6993
81268,Chevrolet,Express 1500,3912
81295,Nissan,GT-R,3858
81340,Pontiac,Gemini,1256
81365,Mazda,Protege,4053
81368,Mercedes-Benz,S-Class,4946
81378,Dodge,Ram 3500,345
81379,Ford,LTD,7692
81381,Jeep,Grand Cherokee,1736
81386,Audi,A6,6222
81392,Oldsmobile,Intrigue,3254
81394,Subaru,Forester,280
81414,Isuzu,i-Series,1913
81414,Mazda,MX-5,7585
81415,BMW,Z4,6400
81439,Dodge,Charger,1003
81456,Chevrolet,TrailBlazer,384
81456,Hummer,H3T,2345
81495,Kia,Sorento,4970
81516,Suzuki,Reno,6563
81521,Nissan,Maxima,1692
81526,Chrysler,PT Cruiser,3782
81542,Cadillac,DeVille,2502
81567,Lexus,GX,1143
81568,Pontiac,Firebird,527
81619,Mitsubishi,Tredia,5323
81630,Hyundai,XG300,6523
81658,Mitsubishi,Pajero,123
81666,Volkswagen,Cabriolet,1390
81683,Ford,Taurus,2681
81687,Ford,Bronco,778
81695,Nissan,Frontier,2983
81715,Chevrolet,Express 2500,2211
81721,Infiniti,Q,567
81738,Honda,Fit,5761
81742,Ford,F450,1732
81743,Honda,S2000,4958
81747,Bentley,Azure,1874
81747,Suzuki,Esteem,3187
81748,Chevrolet,K5 Blazer,5795
81750,Jaguar,XJ Series,6745
81754,Pontiac,Aztek,7903
81784,GMC,Savana 1500,1902
81802,BMW,3 Series,446
81819,Infiniti,Q,2573
81828,Nissan,Pathfinder,442
81853,Ford,Club Wagon,4611
81853,Toyota,Prius c,7854
81857,Mercury,Mountaineer,2963
81863,Mazda,Miata MX-5,5590
81864,Chevrolet,Monte Carlo,7520
81868,Daewoo,Leganza,2680
81868,Chevrolet,Camaro,4382
81876,Chevrolet,Silverado 3500,795
81881,Infiniti,EX,3879
81884,Audi,Allroad,7734
81905,Pontiac,Firebird,967
81905,Hyundai,Santa Fe,5785
81930,Saab,9-5,6453
81931,Chevrolet,Citation,928
81932,Dodge,Ram,7401
81936,Chevrolet,HHR,5667
81954,Land Rover,LR2,1020
81960,Toyota,RAV4,846
81961,Volkswagen,Jetta III,5477
81969,Bentley,Azure,6082
81978,BMW,M,3821
81995,Hyundai,Sonata,5643
81998,Pontiac,GTO,1734
82016,Suzuki,Sidekick,7154
82021,Dodge,Ram Wagon B350,7260
82030,Mazda,MX-5,3984
82052,Ford,Probe,7993
82056,Maserati,Coupe,3518
82058,Jeep,Wrangler,3660
82060,Pontiac,Bonneville,2972
82064,Ford,Bronco,3939
82072,Acura,Legend,4951
82074,Spyker,C8 Double 12 S,7883
82092,Mazda,Tribute,7562
82111,Chrysler,Imperial,4152
82118,Saturn,Outlook,4291
82157,Toyota,4Runner,3709
82169,Ford,Tempo,5705
82217,Mazda,Mazda2,6881
82218,BMW,X6 M,7189
82233,Honda,Civic Si,3321
82243,Buick,Terraza,2174
82247,Dodge,Nitro,715
82267,Mercury,Marquis,7525
82283,Dodge,Caravan,1284
82297,Saturn,L-Series,2372
82300,Mitsubishi,Mighty Max,2998
82300,Toyota,Camry,4284
82306,Mazda,Miata MX-5,7929
82308,Volvo,S60,3156
82323,Ford,Ranger,7573
82324,Ford,Expedition,3921
82337,Toyota,Paseo,3976
82339,Chrysler,Concorde,2774
82377,Pontiac,Gemini,3750
82378,GMC,2500,5891
82384,GMC,Suburban 2500,3973
82427,Chevrolet,G-Series G30,3120
82429,Ford,Econoline E350,5549
82441,Lamborghini,Murciélago,7581
82448,Mercury,Cougar,7731
82452,Ford,ZX2,1800
82471,Ford,Escort ZX2,4729
82494,Ford,Fiesta,1728
82505,Volkswagen,Tiguan,5948
82512,Porsche,911,4277
82521,GMC,Rally Wagon 3500,2467
82526,Buick,Riviera,1271
82530,Lexus,ES,1540
82531,Honda,Accord,1253
82535,Volkswagen,CC,7624
82542,Mercury,Sable,5245
82545,Mitsubishi,3000GT,2865
82559,Nissan,Quest,6148
82562,Scion,tC,3266
82565,Toyota,Land Cruiser,2398
82589,Volvo,240,1571
82606,Volvo,S40,2296
82619,Mazda,Familia,7867
82624,Toyota,Tacoma Xtra,1278
82639,Chevrolet,Monte Carlo,3178
82682,Buick,Skyhawk,4670
82691,Mercury,Mountaineer,7610
82696,Ford,Probe,3657
82728,Mercury,Cougar,1638
82743,GMC,Yukon,4933
82767,Chrysler,LeBaron,1120
82781,Toyota,MR2,1396
82791,Ford,Escort,4800
82795,Bentley,Continental GT,3916
82798,Porsche,Cayenne,7837
82812,Ford,Freestyle,6123
82836,Mazda,Mazda6,173
82837,Chevrolet,Express,3312
82848,Ford,LTD Crown Victoria,6553
82850,Ford,F250,5312
82857,Dodge,Ram 2500 Club,7234
82865,Dodge,Stealth,5812
82866,Lexus,IS,4373
82898,Audi,TT,5554
82926,Aston Martin,V8 Vantage,7409
82950,Dodge,Viper RT/10,815
82955,Hyundai,Tiburon,2515
82968,Pontiac,Montana,400
82981,Lincoln,Town Car,4615
82988,Saturn,VUE,3439
83043,Ford,Econoline E350,2564
83049,Buick,Hearse,3779
83049,Volkswagen,Passat,6353
83073,Toyota,Tundra,6071
83076,Chevrolet,G-Series G30,6892
83087,BMW,M,7528
83101,Geo,Metro,6014
83104,Audi,TT,6635
83116,Maserati,228,6772
83123,Ford,F-Series Super Duty,7954
83131,Pontiac,Bonneville,1957
83132,GMC,Canyon,4831
83138,Audi,Coupe Quattro,7513
83158,BMW,760,2220
83186,Ford,Aerostar,619
83191,Chrysler,Pacifica,634
83193,Pontiac,Sunfire,6425
83194,Hyundai,Veracruz,4954
83200,Volkswagen,Passat,5845
83207,Mitsubishi,Eclipse,3698
83207,GMC,Sierra 3500,7169
83245,Lexus,LS,5033
83247,Pontiac,LeMans,611
83251,Infiniti,QX,535
83262,Lexus,LS,4918
83272,Chevrolet,Corvette,6158
83273,Buick,Riviera,1101
83276,Mitsubishi,Diamante,335
83279,Chevrolet,Corvette,5661
83280,Mitsubishi,Mirage,7212
83293,Hyundai,Accent,1697
83293,Ford,Ranger,4215
83304,Lincoln,MKS,256
83321,Land Rover,Defender 90,5150
83346,Jaguar,XK Series,3155
83364,Ferrari,California,1630
83365,GMC,Sierra 1500,977
83397,Pontiac,Vibe,3636
83398,Mercedes-Benz,G-Class,503
83411,Chrysler,Crossfire,633
83413,Mitsubishi,Mirage,6216
83415,Kia,Amanti,4804
83422,Audi,S4,5979
83446,Nissan,Sentra,365
83464,Mitsubishi,Mirage,4360
83481,GMC,Sierra 3500,2409
83483,Mazda,CX-7,1172
83485,Dodge,Ram Wagon B350,1526
83490,Mercedes-Benz,S-Class,1591
83502,Land Rover,Discovery,6929
83517,Ford,F-Series Super Duty,6017
83517,Nissan,Cube,6264
83527,Lexus,SC,5390
83537,Saturn,Relay,6073
83551,Pontiac,Grand Prix,1320
83564,Honda,Pilot,7138
83572,Cadillac,Escalade EXT,820
83579,Toyota,Sequoia,4275
83580,Subaru,Impreza,3274
83615,Ford,E-Series,4460
83627,GMC,Vandura 3500,1931
83630,Suzuki,Sidekick,1799
83630,Ford,Festiva,7667
83639,Chevrolet,Tracker,3300
83640,MINI,Cooper,5325
83645,Toyota,Previa,5158
83646,Buick,Roadmaster,3402
83650,Saab,9000,690
83653,Chevrolet,Lumina APV,2002
83656,Buick,LeSabre,5821
83681,Chevrolet,Uplander,7933
83702,Mitsubishi,Eclipse,7941
83711,Ford,E150,2120
83750,Chevrolet,Cavalier,5450
83771,Buick,Park Avenue,6236
83773,Porsche,911,6270
83795,BMW,760,277
83805,Subaru,Legacy,6782
83810,Saturn,Astra,4388
83821,Hyundai,Tucson,4032
83824,Plymouth,Fury,8000
83835,Ford,Escort,7127
83843,Chevrolet,Corvette,279
83847,MINI,Cooper Clubman,2351
83875,Volvo,XC90,4396
83882,Mercedes-Benz,S-Class,2836
83898,Porsche,Cayenne,391
83912,Chevrolet,Tahoe,895
83920,Ford,Taurus,5441
83930,Lexus,RX,2603
83933,Ford,E150,5338
83940,GMC,Savana 2500,2740
83961,Honda,Civic,5411
83966,Kia,Sedona,7222
83982,Dodge,Stratus,941
83982,Mitsubishi,Diamante,3419
83996,Audi,Q7,6020
84002,Saab,9000,4953
84011,Mazda,MX-3,7650
84029,Oldsmobile,Bravada,3727
84041,Chevrolet,Express 2500,409
84051,Honda,Accord,4213
84054,Nissan,Quest,4595
84081,Ford,Explorer,3905
84092,Ford,Ranger,98
84105,Mercedes-Benz,SL-Class,7106
84143,Chevrolet,HHR,7812
84145,Saab,9-7X,2162
84150,Mercedes-Benz,SL-Class,7653
84172,Lincoln,Continental,4435
84184,Chevrolet,Suburban 2500,1492
84185,Mazda,CX-7,2607
84190,Mitsubishi,Galant,3151
84194,GMC,Suburban 1500,3144
84200,BMW,Z3,5334
84206,Ford,F250,1822
84214,Ford,Courier,5733
84223,Mercedes-Benz,CL-Class,1415
84236,Mercedes-Benz,SL-Class,6492
84278,GMC,Savana 3500,7022
84323,Chevrolet,Tracker,2788
84346,GMC,Yukon,2775
84346,Audi,A8,3769
84350,Toyota,4Runner,1506
84371,Honda,S2000,2126
84381,Porsche,928,1898
84381,Ford,Mustang,5379
84385,Hyundai,Elantra,1760
84387,Pontiac,6000,1719
84428,Cadillac,Escalade,3580
84433,Chevrolet,Bel Air,1122
84437,Pontiac,Sunfire,3814
84458,GMC,Suburban 2500,1488
84465,Chevrolet,Corvette,2962
84474,Lexus,SC,6685
84481,Jaguar,X-Type,4446
84489,Jeep,Grand Cherokee,2062
84569,Eagle,Talon,2486
84625,Buick,Park Avenue,5800
84631,Saab,9-5,3020
84633,Mazda,MX-5,1541
84633,Honda,Odyssey,6499
84654,Aptera,2e,4705
84659,Ford,F-Series,3230
84666,Ford,F350,2240
84690,Lincoln,Town Car,3335
84693,Chevrolet,Camaro,6704
84695,Maserati,Spyder,4111
84697,Dodge,Neon,6291
84698,Chevrolet,SSR,6065
84716,Hyundai,Sonata,6780
84720,Cadillac,CTS,5015
84741,Cadillac,Eldorado,6834
84745,Dodge,Ram 3500,7555
84753,Volkswagen,Eos,2250
84757,Nissan,Sentra,88
84763,Lotus,Esprit,1792
84779,Chevrolet,Silverado 1500,7932
84789,Jeep,Cherokee,6062
84807,Chevrolet,Blazer,6773
84814,Mercury,Grand Marquis,470
84814,Dodge,Ram 50,1972
84822,MINI,Countryman,3395
84827,Eagle,Vision,2334
84830,Porsche,914,3257
84831,BMW,X5 M,2654
84831,Lexus,GS,4747
84836,Dodge,Ram 50,3194
84840,Hyundai,Tiburon,190
84840,Acura,MDX,7776
84849,Mercedes-Benz,SL-Class,6318
84855,Dodge,Avenger,7679
84867,Ford,F150,5743
84876,Land Rover,LR3,4274
84921,Dodge,Ram 3500,5959
84927,Chevrolet,Prizm,6456
84930,Isuzu,Hombre Space,5685
84935,Buick,Reatta,2601
84941,Toyota,Venza,6385
84950,Ford,Taurus,12
84950,Mercedes-Benz,G-Class,1332
84965,Volkswagen,R32,177
84967,Nissan,Titan,4914
84969,Hyundai,Entourage,951
84969,Ford,Explorer,7492
84974,Pontiac,Grand Prix,4459
85017,Plymouth,Voyager,4874
85022,Mazda,CX-7,2915
85025,Pontiac,Montana SV6,453
85043,Pontiac,Trans Sport,5067
85059,Buick,Century,555
85076,Chevrolet,2500,6606
85079,BMW,X3,6154
85090,Mazda,626,1678
85095,Oldsmobile,98,7041
85100,BMW,M3,3442
85115,Nissan,Altima,5039
85115,Ferrari,612 Scaglietti,6045
85147,Scion,xA,7269
85150,Mercedes-Benz,M-Class,7645
85159,Dodge,Charger,6536
85160,Dodge,Stratus,2415
85166,Ford,Mustang,4963
85187,Dodge,Caravan,504
85191,Honda,S2000,2319
85207,Ford,F250,6941
85212,Audi,A4,4780
85241,GMC,Sonoma Club Coupe,2445
85257,Isuzu,Rodeo,2869
85273,Volkswagen,Eurovan,383
85278,MINI,Clubman,4371
85289,Toyota,Paseo,3279
85289,Ford,F350,7516
85291,Audi,riolet,6586
85319,Honda,Accord,703
85370,BMW,5 Series,1888
85372,Lincoln,Continental,2042
85379,Bentley,Continental,2025
85389,Saab,9-5,1339
85390,Mitsubishi,Pajero,3501
85413,Mercedes-Benz,300E,6361
85435,Ford,Explorer,5786
85441,Toyota,Tacoma,3469
85451,Audi,A8,7583
85479,Pontiac,Grand Prix,189
85479,Suzuki,Equator,5260
85483,Chevrolet,Volt,73
85486,Volkswagen,Cabriolet,1997
85505,Mazda,Protege,3568
85535,Audi,Quattro,4896
85547,Acura,TL,7870
85553,Buick,Rainier,2185
85558,Lexus,IS F,402
85571,Mercury,Capri,4839
85579,Chevrolet,Silverado 1500,5771
85580,Chevrolet,Beretta,1274
85583,Mitsubishi,Truck,7171
85612,Mazda,MX-5,7876
85613,Chevrolet,Suburban 2500,1853
85613,Corbin,Sparrow,6559
85617,Aston Martin,DBS,3044
85632,Mercedes-Benz,M-Class,7035
85684,Toyota,Supra,6950
85717,Aston Martin,Vanquish S,7162
85734,Chevrolet,Metro,7423
85768,Chevrolet,Astro,2884
85769,Maybach,57,5884
85778,Toyota,Yaris,6204
85782,Suzuki,Cultus,1721
85792,Volkswagen,Jetta,433
85804,Ford,Crown Victoria,155
85805,GMC,Yukon XL 1500,6399
85808,Bentley,Arnage,1548
85808,GMC,Yukon XL 1500,7031
85815,Lincoln,Continental Mark VII,5278
85823,Toyota,Camry,6709
85827,Mazda,626,1970
85833,Ford,E150,3787
85834,BMW,325,2493
85835,Oldsmobile,Aurora,3684
85846,Audi,A4,7939
85865,Isuzu,Rodeo,7367
85876,Ford,Econoline E350,403
85880,Dodge,Nitro,211
85880,BMW,7 Series,4296
85891,Chevrolet,Express 2500,5875
85906,Mazda,MPV,3647
85907,Oldsmobile,Achieva,4117
85911,Nissan,Sentra,1024
85914,Dodge,Ram 1500,2123
85924,Pontiac,GTO,4267
85929,Mercedes-Benz,SL-Class,3006
85949,Chevrolet,Avalanche 1500,2083
85955,Nissan,Armada,1160
85963,Mitsubishi,Challenger,5670
85981,Dodge,Grand Caravan,2760
85994,Mitsubishi,Montero,5672
86008,Land Rover,Range Rover,2914
86008,Mercedes-Benz,G-Class,7087
86019,GMC,2500,1393
86020,Chrysler,Sebring,2616
86021,Ford,F150,1702
86034,Audi,R8,5264
86038,Mercedes-Benz,M-Class,915
86045,MINI,Cooper,3327
86045,Buick,Regal,7745
86056,Mercedes-Benz,SLS AMG,7011
86063,Audi,Q7,7741
86065,Eagle,Summit,438
86096,Toyota,Tercel,3532
86120,Mitsubishi,Eclipse,3302
86142,BMW,7 Series,5109
86151,Plymouth,Breeze,7018
86168,Lexus,LX,5332
86170,Pontiac,Firebird,3281
86171,Mazda,MX-5,5007
86206,Mercedes-Benz,SLK-Class,5915
86228,Mercedes-Benz,G-Class,5568
86253,Mazda,Miata MX-5,5749
86255,Dodge,Ram 2500,7810
86258,Ford,Bronco II,479
86269,Mazda,Mazdaspeed 3,2784
86281,Geo,Metro,6811
86287,Chevrolet,Caprice,7124
86308,Saab,9000,6191
86320,Acura,MDX,1306
86324,GMC,Sonoma,6958
86336,Infiniti,Q,1738
86344,Kia,Optima,1846
86345,Dodge,Charger,1672
86349,Lexus,GS,3104
86351,Mazda,Protege,354
86417,Mitsubishi,Challenger,916
86467,Honda,CR-V,5928
86478,Audi,TT,591
86478,Lexus,IS,4541
86479,Acura,TSX,2046
86490,Mitsubishi,Montero,5198
86504,Saab,9-5,5534
86506,BMW,1 Series,803
86508,Jeep,Wrangler,3964
86511,Mitsubishi,Eclipse,3547
86512,Toyota,MR2,7096
86524,Mazda,RX-7,2691
86528,Mercedes-Benz,S-Class,665
86584,Ford,E-Series,3847
86592,Chevrolet,HHR,5326
86633,Lincoln,Town Car,5886
86637,Chevrolet,Corvette,6363
86640,Chevrolet,G-Series G20,3465
86649,Toyota,Sequoia,1948
86650,Honda,del Sol,1461
86652,Volkswagen,Touareg,3862
86662,Lincoln,Navigator L,4222
86664,Ford,Escape,1661
86678,Jeep,Wrangler,5600
86697,Pontiac,Montana SV6,2779
86699,Cadillac,STS,2953
86711,Infiniti,G,2043
86717,Infiniti,G,1372
86736,Volvo,XC70,5293
86761,GMC,3500 Club Coupe,3764
86763,Cadillac,CTS,2987
86766,Maybach,62,6085
86768,Chrysler,Crossfire,5586
86773,Volkswagen,Touareg,4690
86781,Chevrolet,Camaro,3370
86784,Pontiac,Grand Prix,6171
86789,Volkswagen,Passat,6545
86796,Ford,F150,907
86796,Volkswagen,Eurovan,5382
86800,Mitsubishi,3000GT,3829
86824,Chevrolet,Corvette,1935
86830,Lincoln,Town Car,7374
86840,Lincoln,Town Car,6332
86841,Acura,RL,2514
86851,Lexus,GS,4524
86864,Toyota,Camry,1807
86913,Volvo,S40,7140
86917,Toyota,Tacoma,7054
86922,Toyota,Highlander,6089
86956,GMC,Envoy,3301
86983,Lexus,GS,4182
86988,Subaru,B9 Tribeca,1048
87006,Lexus,RX,6654
87043,Toyota,Prius,3485
87047,Nissan,Pathfinder,2973
87058,Toyota,Matrix,4413
87066,Ford,LTD,2310
87076,Mazda,Mazda6,3361
87087,Audi,90,109
87089,Volvo,S60,6432
87091,Cadillac,Seville,5200
87106,Volkswagen,Passat,5279
87127,Mitsubishi,Outlander,6028
87137,Mazda,626,2629
87139,Chevrolet,Impala,780
87148,Volkswagen,New Beetle,3081
87164,Volvo,S60,2189
87180,Mitsubishi,Eclipse,3581
87182,Pontiac,Firebird,4216
87191,GMC,Sierra 2500,7158
87195,Volkswagen,Passat,5216
87196,Plymouth,Grand Voyager,1770
87204,Chrysler,200,3150
87210,Dodge,Grand Caravan,5331
87220,Mitsubishi,Galant,7497
87226,Porsche,928,4952
87246,GMC,Vandura 3500,3094
87251,Saab,9-3,1780
87273,Cadillac,Escalade,7521
87287,Mercury,Cougar,3306
87302,Buick,Rainier,5147
87309,Pontiac,GTO,5391
87316,Chrysler,LHS,734
87319,Dodge,Charger,3793
87326,Mitsubishi,Pajero,3515
87329,Volkswagen,Golf,5227
87342,Jaguar,XJ Series,1283
87376,Bentley,Continental GT,2548
87387,Dodge,Ram 1500 Club,4317
87390,Jaguar,XJ,1632
87391,Plymouth,Neon,6997
87397,Plymouth,Fury,6696
87402,Ford,Taurus,4503
87403,Holden,VS Commodore,1529
87429,Buick,Century,1864
87452,Hyundai,Santa Fe,657
87462,Jaguar,XK,4348
87469,Toyota,Land Cruiser,1203
87476,Chevrolet,3500,537
87502,Acura,TSX,1175
87504,Mercedes-Benz,CLK-Class,7239
87506,Oldsmobile,Cutlass Cruiser,1788
87507,Audi,V8,3049
87508,Mitsubishi,Galant,6928
87513,Ford,Flex,3304
87528,Porsche,Boxster,5680
87544,Toyota,Paseo,2448
87551,Ford,Windstar,7719
87557,Saturn,Outlook,1517
87567,Subaru,Impreza WRX,6548
87586,Chevrolet,Astro,3925
87589,Mazda,626,7001
87604,Ford,F-Series,3705
87627,GMC,Yukon,2483
87630,Dodge,Charger,2873
87635,Volvo,XC70,1489
87635,Toyota,Camry,2851
87647,Volkswagen,Beetle,5129
87661,Toyota,4Runner,1588
87666,Kia,Sportage,5378
87672,Lamborghini,Murciélago,3128
87689,Dodge,Ram Van B350,7861
87694,Chevrolet,Corvette,4282
87710,Oldsmobile,Silhouette,1257
87719,Chevrolet,Impala SS,2656
87722,Nissan,Maxima,7344
87732,Saab,9-7X,3734
87732,Pontiac,Monterey,7281
87732,Audi,riolet,7805
87736,Plymouth,Laser,6750
