integer-1,decimal-1,decimal-1,decimal-1
940,25.00,46023.50,0.05
954,8.00,14839.60,0.07
992,13.00,24608.87,0.01
1015,10.00,9160.10,0.03
1035,22.00,20592.66,0.07
1054,23.00,21966.15,0.08
1055,29.00,27725.45,0.05
1063,4.00,3856.24,0.03
1066,10.00,9670.60,0.00
1109,11.00,11111.10,0.06
1145,24.00,25107.36,0.01
1209,19.00,21093.80,0.10
1218,6.00,6715.26,0.07
1224,10.00,11252.20,0.09
1265,2.00,2332.52,0.09
1274,26.00,30557.02,0.02
1309,10.00,12103.00,0.07
1313,26.00,31572.06,0.05
1323,1.00,1224.32,0.02
1386,26.00,33471.88,0.00
1423,26.00,34434.92,0.01
1505,26.00,36569.00,0.10
1526,3.00,4282.56,0.07
1576,26.00,38416.82,0.09
1589,6.00,8943.48,0.02
1701,5.00,8013.50,0.06
1727,27.00,43975.44,0.06
1785,1.00,1686.78,0.08
1789,18.00,30434.04,0.00
1810,9.00,15406.29,0.10
1859,29.00,51064.65,0.00
1860,19.00,33475.34,0.02
1916,9.00,16361.19,0.10
1924,29.00,52951.68,0.08
1937,23.00,42295.39,0.04
1950,29.00,53706.55,0.10
2022,12.00,11088.24,0.10
2086,7.00,6916.56,0.08
2144,4.00,4184.56,0.09
2236,13.00,14796.99,0.09
2245,16.00,18355.84,0.06
2290,30.00,35768.70,0.08
2314,28.00,34056.68,0.00
2325,22.00,27001.04,0.07
2352,9.00,11289.15,0.02
2353,15.00,18830.25,0.09
2383,24.00,30849.12,0.03
2526,21.00,29998.92,0.07
2562,16.00,23432.96,0.00
2602,28.00,42128.80,0.06
2613,12.00,18187.32,0.04
2616,12.00,18223.32,0.01
2765,15.00,25016.40,0.06
2808,2.00,3421.60,0.09
3072,3.00,2925.21,0.01
3167,28.00,29964.48,0.05
3217,8.00,8961.68,0.08
3304,18.00,21731.40,0.06
3347,29.00,36259.86,0.01
3505,10.00,14085.00,0.06
3513,24.00,33996.24,0.00
3523,20.00,28530.40,0.03
3553,26.00,37870.30,0.04
3590,29.00,43314.11,0.08
3635,14.00,21540.82,0.08
3647,6.00,9303.84,0.01
3694,27.00,43137.63,0.10
3717,18.00,29172.78,0.02
3719,14.00,22717.94,0.05
3741,3.00,4934.22,0.01
3813,13.00,22318.53,0.02
3826,4.00,6919.28,0.08
3925,25.00,45723.00,0.06
3926,30.00,54897.60,0.04
4015,22.00,20218.22,0.04
4021,1.00,925.02,0.04
4029,12.00,11196.24,0.04
4035,27.00,25353.81,0.02
4079,9.00,8847.63,0.03
4079,22.00,21627.54,0.03
4104,14.00,14113.40,0.09
4126,28.00,28843.36,0.05
4132,29.00,30047.77,0.05
4135,22.00,22860.86,0.07
4142,18.00,18830.52,0.03
4177,12.00,12974.04,0.05
4185,12.00,13070.16,0.07
4300,24.00,28903.20,0.06
4346,20.00,25006.80,0.00
4374,1.00,1278.37,0.06
4440,15.00,20166.60,0.10
4471,22.00,30260.34,0.08
4483,4.00,5549.92,0.04
4491,17.00,23723.33,0.05
4587,24.00,35797.92,0.08
4599,8.00,12028.72,0.09
4675,27.00,42651.09,0.07
4679,7.00,11085.69,0.08
4739,13.00,21368.49,0.08
4754,29.00,48103.75,0.00
4790,23.00,38980.17,0.03
4810,19.00,32581.39,0.07
4872,26.00,46198.62,0.04
4943,18.00,33262.92,0.01
4963,4.00,7471.84,0.09
4997,15.00,28529.85,0.07
5068,18.00,17515.08,0.05
5102,23.00,23163.30,0.09
5103,4.00,4032.40,0.00
5121,26.00,26679.12,0.07
5137,2.00,2084.26,0.07
5157,13.00,13807.95,0.10
5263,13.00,15187.38,0.07
5304,1.00,1209.30,0.03
5309,23.00,27928.90,0.06
5386,14.00,18079.32,0.07
5432,2.00,2674.86,0.09
5457,17.00,23161.65,0.04
5535,28.00,40334.84,0.02
5616,30.00,45648.30,0.05
5625,19.00,29081.78,0.02
5640,11.00,17002.04,0.05
5764,9.00,15027.84,0.07
5776,1.00,1681.77,0.00
5881,18.00,32163.84,0.10
5887,20.00,35857.60,0.04
5910,5.00,9079.55,0.02
5921,13.00,23749.96,0.08
5972,9.00,16901.73,0.06
5976,6.00,11291.82,0.00
5992,18.00,34163.82,0.03
6135,10.00,10411.30,0.06
6136,4.00,4168.52,0.09
6168,18.00,19334.88,0.07
6235,25.00,28530.75,0.03
6275,8.00,9450.16,0.05
6305,15.00,18169.50,0.02
6310,29.00,35272.99,0.07
6312,28.00,34112.68,0.10
6321,5.00,6136.60,0.07
6357,4.00,5053.40,0.06
6371,21.00,26824.77,0.02
6413,8.00,10555.28,0.09
6485,18.00,25046.64,0.10
6485,2.00,2782.96,0.05
6545,20.00,29030.80,0.00
6594,10.00,15005.90,0.07
6625,8.00,12252.96,0.00
6665,17.00,26718.22,0.10
6693,25.00,39992.25,0.05
6708,7.00,11302.90,0.01
6803,9.00,15388.20,0.02
6841,30.00,52435.20,0.01
6848,30.00,52645.20,0.05
6859,6.00,10595.10,0.02
6890,3.00,5390.67,0.09
6901,21.00,37965.90,0.09
6911,19.00,34540.29,0.02
6933,27.00,49678.11,0.04
7085,15.00,14881.20,0.08
7188,1.00,1095.18,0.10
7307,14.00,17000.20,0.01
7321,29.00,35621.28,0.07
7335,24.00,29815.92,0.04
7341,22.00,27463.48,0.05
7381,28.00,36074.64,0.08
7491,13.00,18180.37,0.06
7599,23.00,34651.57,0.10
7648,16.00,24890.24,0.08
7708,18.00,29082.60,0.04
7729,28.00,45828.16,0.05
7788,9.00,15262.02,0.09
7809,3.00,5150.40,0.03
7862,22.00,38936.92,0.09
7864,17.00,30121.62,0.08
7888,30.00,53876.40,0.02
7917,22.00,40148.02,0.04
7965,16.00,29967.36,0.08
7971,23.00,43216.31,0.04
7991,15.00,28484.85,0.03
7994,22.00,41843.78,0.08
8034,11.00,10362.33,0.00
8035,30.00,28290.90,0.06
8062,20.00,19401.20,0.03
8087,20.00,19901.60,0.06
8177,16.00,17362.72,0.06
8198,15.00,16592.85,0.00
8215,27.00,30326.67,0.06
8263,14.00,16397.64,0.09
8333,28.00,34757.24,0.05
8397,21.00,27413.19,0.04
8421,20.00,26588.40,0.03
8515,12.00,17082.12,0.03
8619,22.00,33607.42,0.00
8637,24.00,37095.12,0.10
8647,1.00,1555.64,0.06
8656,24.00,37551.60,0.02
8695,8.00,12829.52,0.07
8712,29.00,47000.59,0.07
8746,10.00,16547.40,0.03
8772,29.00,48742.33,0.00
8985,7.00,13257.86,0.01
8992,14.00,26613.86,0.09
8998,1.00,1906.99,0.10
9019,30.00,27840.30,0.07
9061,21.00,20371.26,0.02
9159,1.00,1068.15,0.03
9201,29.00,32195.80,0.04
9236,3.00,3435.69,0.07
9251,4.00,4641.00,0.01
9291,16.00,19204.64,0.08
9330,10.00,12393.30,0.07
9340,9.00,11244.06,0.07
9344,21.00,26320.14,0.01
9375,20.00,25687.40,0.03
9481,15.00,20857.20,0.05
9567,16.00,23624.96,0.10
9575,11.00,16330.27,0.00
9593,22.00,33056.98,0.00
9912,21.00,38260.11,0.04
9938,7.00,12935.51,0.04
9945,25.00,46373.50,0.02
10035,18.00,17010.54,0.10
10057,1.00,967.05,0.00
10091,11.00,11011.99,0.00
10277,20.00,23745.40,0.07
10441,24.00,32434.56,0.03
10486,22.00,30722.56,0.00
10538,30.00,43455.90,0.09
10540,13.00,18857.02,0.08
10581,11.00,16407.38,0.03
10657,25.00,39191.25,0.09
10674,15.00,23770.05,0.00
10720,16.00,26091.52,0.07
10775,1.00,1685.77,0.00
10842,24.00,42068.16,0.02
10915,5.00,9129.55,0.04
10960,6.00,11225.76,0.07
10969,14.00,26319.44,0.00
10986,26.00,49321.48,0.06
11079,3.00,2970.21,0.06
11136,16.00,16754.08,0.07
11147,4.00,4232.56,0.05
11185,15.00,16442.70,0.08
11206,9.00,10054.80,0.00
11220,26.00,29411.72,0.05
11226,4.00,4548.88,0.07
11275,12.00,14235.24,0.01
11289,27.00,32407.56,0.04
11358,8.00,10154.80,0.10
11424,14.00,18695.88,0.01
11434,19.00,25563.17,0.09
11460,22.00,30172.12,0.06
11487,18.00,25172.64,0.10
11527,29.00,41717.08,0.09
11530,24.00,34596.72,0.03
11534,29.00,41920.37,0.04
11534,5.00,7227.65,0.08
11560,19.00,27959.64,0.10
11569,16.00,23688.96,0.09
11601,18.00,27226.80,0.01
11612,16.00,24377.76,0.07
11645,10.00,15566.40,0.02
11686,23.00,36746.64,0.09
11689,18.00,28812.24,0.07
11700,17.00,27398.90,0.09
11807,4.00,6875.20,0.01
11859,11.00,19479.35,0.01
11919,24.00,43941.84,0.04
11949,3.00,5582.82,0.08
11996,12.00,22895.88,0.02
12026,10.00,9380.20,0.10
12088,27.00,27002.16,0.06
12151,28.00,29768.20,0.05
12168,20.00,21603.20,0.02
12172,29.00,31440.93,0.03
12226,22.00,25040.84,0.01
12310,24.00,29335.44,0.00
12356,8.00,10146.80,0.01
12359,26.00,33055.10,0.02
12446,24.00,32602.56,0.04
12533,20.00,28910.60,0.07
12546,21.00,30629.34,0.08
12576,6.00,8931.42,0.04
12615,7.00,10693.27,0.04
12669,25.00,39541.50,0.02
12688,14.00,22409.52,0.03
12713,6.00,9754.26,0.01
12716,20.00,32574.20,0.05
12753,21.00,34980.75,0.04
12767,17.00,28555.92,0.06
12779,7.00,11842.39,0.10
12956,5.00,9344.75,0.09
12967,12.00,22559.52,0.01
12982,26.00,49269.48,0.06
13046,25.00,23976.00,0.00
13079,12.00,11904.84,0.10
13106,18.00,18343.80,0.00
13139,7.00,7364.91,0.03
13141,9.00,9487.26,0.06
13248,28.00,32514.72,0.06
13320,25.00,30833.00,0.01
13383,25.00,32409.50,0.09
13452,6.00,8192.70,0.10
13510,3.00,4270.53,0.02
13512,25.00,35637.75,0.04
13572,18.00,26740.26,0.01
13654,27.00,42326.55,0.10
13681,20.00,31893.60,0.05
13683,22.00,35126.96,0.10
13727,25.00,41018.00,0.05
13794,13.00,22201.27,0.08
13803,16.00,27468.80,0.06
13977,2.00,3781.94,0.06
14035,2.00,1898.06,0.03
14046,26.00,24961.04,0.04
14070,18.00,17713.26,0.10
14111,2.00,2050.22,0.00
14232,2.00,2292.46,0.09
14249,3.00,3489.72,0.05
14259,22.00,25811.50,0.08
14333,2.00,2494.66,0.02
14348,2.00,2524.68,0.00
14391,10.00,13053.90,0.03
14430,6.00,8066.58,0.07
14498,27.00,38137.23,0.01
14556,4.00,5882.20,0.04
14685,30.00,47990.40,0.07
14696,22.00,35435.18,0.06
14703,9.00,14559.30,0.04
14713,13.00,21160.23,0.04
14740,10.00,16547.40,0.03
14800,11.00,18862.80,0.08
14824,23.00,39992.86,0.04
14868,20.00,35657.20,0.07
14873,21.00,37545.27,0.02
14879,21.00,37671.27,0.05
14911,19.00,34692.29,0.00
14988,24.00,45671.52,0.03
15013,19.00,17632.19,0.04
15021,27.00,25272.54,0.02
15036,21.00,19971.63,0.10
15130,27.00,28218.51,0.00
15130,25.00,26128.25,0.03
15154,21.00,22452.15,0.00
15171,8.00,8689.36,0.07
15246,7.00,8128.68,0.10
15273,2.00,2376.54,0.09
15297,22.00,26670.38,0.04
15327,9.00,11180.88,0.02
15390,7.00,9137.73,0.06
15409,1.00,1324.40,0.03
15494,7.00,9866.43,0.06
15690,8.00,12845.52,0.06
15751,20.00,33335.00,0.06
15822,11.00,19116.02,0.02
15829,17.00,29661.94,0.00
15889,8.00,14439.04,0.08
15944,7.00,13019.58,0.06
15945,4.00,7443.76,0.10
15978,28.00,53031.16,0.08
15993,23.00,43906.77,0.03
15997,13.00,24868.87,0.04
16039,12.00,11460.36,0.03
16046,29.00,27899.16,0.08
16048,12.00,11568.48,0.06
16141,22.00,23257.08,0.04
16171,29.00,31527.93,0.07
16173,23.00,25050.91,0.09
16194,4.00,4440.76,0.10
16336,1.00,1252.33,0.06
16346,10.00,12623.40,0.10
16385,25.00,32534.50,0.10
16396,27.00,35434.53,0.08
16430,10.00,13464.30,0.04
16436,16.00,21638.88,0.08
16446,22.00,29973.68,0.09
16460,27.00,37164.42,0.03
16556,28.00,41231.40,0.10
16568,10.00,14845.60,0.00
16639,1.00,1555.63,0.05
16640,9.00,14009.76,0.09
16684,13.00,20808.84,0.10
16700,25.00,40417.50,0.03
16702,1.00,1618.70,0.04
16751,10.00,16677.50,0.08
16762,7.00,11751.32,0.02
16779,17.00,28828.09,0.10
16797,29.00,49699.91,0.00
16845,27.00,47569.68,0.07
16863,2.00,3559.72,0.02
16978,30.00,56849.10,0.07
17021,16.00,15008.32,0.10
17051,7.00,6776.35,0.05
17057,15.00,14610.75,0.03
17121,8.00,8304.96,0.08
17152,22.00,23521.30,0.09
17211,25.00,28205.25,0.01
17227,27.00,30893.94,0.03
17307,16.00,19588.80,0.10
17352,1.00,1269.35,0.09
17388,11.00,14359.18,0.03
17409,26.00,34486.40,0.06
17425,12.00,16109.04,0.07
17577,4.00,5978.28,0.03
17596,30.00,45407.70,0.04
17602,4.00,6078.40,0.08
17647,21.00,32857.44,0.02
17655,13.00,20444.45,0.06
17682,17.00,27194.56,0.10
17686,21.00,33677.28,0.06
17687,16.00,25674.88,0.06
17749,8.00,13333.92,0.09
17750,2.00,3335.50,0.00
17759,5.00,8383.75,0.07
17762,22.00,36954.72,0.09
17776,14.00,23712.78,0.02
17802,24.00,41275.20,0.09
17884,3.00,5405.64,0.04
17907,6.00,10949.40,0.06
17925,9.00,16586.28,0.09
18004,15.00,13830.00,0.07
18014,8.00,7456.08,0.05
18071,29.00,28683.03,0.10
18121,18.00,18704.16,0.06
18123,2.00,2082.24,0.03
18181,30.00,32975.40,0.01
18183,1.00,1101.18,0.00
18198,6.00,6697.14,0.04
18214,20.00,22644.20,0.04
18252,14.00,16383.50,0.02
18259,7.00,8240.75,0.09
18330,19.00,23718.27,0.04
18347,6.00,7592.04,0.02
18360,25.00,31959.00,0.07
18366,23.00,29540.28,0.07
18383,13.00,16917.94,0.01
18406,19.00,25163.60,0.04
18506,12.00,17094.00,0.02
18516,10.00,14345.10,0.09
18562,16.00,23688.96,0.09
18610,1.00,1528.61,0.01
18620,21.00,32311.02,0.02
18658,9.00,14189.85,0.10
18739,20.00,33154.60,0.01
18742,16.00,26571.84,0.07
18748,2.00,3333.48,0.04
18769,3.00,5063.28,0.06
18855,30.00,53215.50,0.01
18859,3.00,5333.55,0.07
18904,7.00,12760.30,0.09
18927,27.00,49839.84,0.00
18941,26.00,48358.44,0.06
19006,10.00,9250.00,0.08
19032,28.00,26628.84,0.02
19057,20.00,19521.00,0.07
19062,16.00,15696.96,0.07
19075,2.00,1988.14,0.00
19107,4.00,4104.40,0.05
19118,12.00,12445.32,0.00
19131,19.00,19952.47,0.09
19206,10.00,11252.00,0.10
19226,4.00,4580.88,0.04
19264,20.00,23665.20,0.10
19286,28.00,33747.84,0.06
19316,4.00,4941.24,0.06
19340,27.00,34002.18,0.10
19396,23.00,30253.97,0.08
19442,3.00,4084.32,0.06
19501,20.00,28410.00,0.08
19504,30.00,42705.00,0.01
19527,10.00,14465.20,0.02
19540,14.00,20433.56,0.05
19593,10.00,15125.90,0.05
19616,22.00,33783.42,0.02
19697,30.00,48500.70,0.10
19742,12.00,19940.88,0.04
19751,3.00,5012.25,0.07
19798,30.00,51533.70,0.04
19819,26.00,45209.06,0.00
19913,15.00,27493.65,0.04
19955,15.00,28124.25,0.08
3,29.00,26187.00,0.07
47,7.00,6629.28,0.04
69,22.00,21319.32,0.06
178,10.00,10781.70,0.03
196,20.00,21923.80,0.04
202,15.00,16533.00,0.09
239,28.00,31898.44,0.00
273,23.00,26985.21,0.01
339,27.00,33461.91,0.02
353,22.00,27573.70,0.08
411,1.00,1311.41,0.05
450,20.00,27009.00,0.07
482,9.00,12442.32,0.10
571,9.00,13244.13,0.05
572,6.00,8835.42,0.00
574,7.00,10321.99,0.04
593,8.00,11948.72,0.09
796,9.00,15271.11,0.01
802,23.00,39164.40,0.01
843,5.00,8719.20,0.09
905,29.00,52371.10,0.02
931,1.00,1831.93,0.07
940,28.00,51546.32,0.03
976,14.00,26277.58,0.03
979,21.00,39479.37,0.00
1015,14.00,12824.14,0.10
1073,14.00,13636.98,0.09
1124,6.00,6150.72,0.04
1130,27.00,27840.51,0.07
1188,30.00,32675.40,0.00
1262,28.00,32571.28,0.01
1309,22.00,26626.60,0.02
1324,2.00,2450.64,0.01
1336,22.00,27221.26,0.07
1381,2.00,2564.76,0.06
1410,7.00,9179.87,0.01
1443,5.00,6722.20,0.03
1452,11.00,14887.95,0.08
1481,7.00,9677.36,0.06
1548,16.00,23192.64,0.06
1564,4.00,5862.24,0.06
1592,7.00,10455.13,0.03
1651,25.00,38816.25,0.05
1662,11.00,17200.26,0.07
1861,2.00,3525.72,0.07
1889,19.00,34026.72,0.08
2052,19.00,18126.95,0.09
2126,12.00,12337.44,0.05
2171,11.00,11804.87,0.01
2200,5.00,5511.00,0.04
2220,30.00,33666.60,0.05
2243,11.00,12597.64,0.06
2280,25.00,29557.00,0.01
2341,9.00,11190.06,0.00
2369,6.00,7628.16,0.03
2373,5.00,6376.85,0.04
2396,26.00,33758.14,0.10
2422,14.00,18541.88,0.03
2434,3.00,4009.29,0.00
2459,3.00,4084.35,0.08
2473,21.00,28884.87,0.09
2498,22.00,30810.78,0.06
2584,11.00,16352.38,0.02
2633,14.00,21498.82,0.06
2659,10.00,15616.50,0.00
2729,29.00,47319.88,0.03
2740,10.00,16427.40,0.07
2748,10.00,16507.40,0.08
2783,14.00,23600.92,0.02
2799,5.00,8508.95,0.01
2800,19.00,32353.20,0.08
2817,3.00,5159.43,0.10
2905,6.00,10847.40,0.04
2982,13.00,24504.74,0.01
3065,4.00,3872.24,0.02
3115,14.00,14253.54,0.03
3115,18.00,18325.98,0.02
3134,5.00,5185.65,0.04
3141,19.00,19838.66,0.04
3194,24.00,26332.56,0.05
3220,18.00,20217.96,0.10
3234,12.00,13646.76,0.01
3267,6.00,7021.56,0.10
3273,23.00,27054.21,0.05
3291,30.00,35828.70,0.02
3370,12.00,15280.44,0.01
3397,30.00,39011.70,0.07
3411,8.00,10515.28,0.06
3421,3.00,3973.26,0.08
3441,16.00,21511.04,0.02
3467,23.00,31520.58,0.03
3506,2.00,2819.00,0.02
3517,29.00,41194.79,0.02
3529,30.00,42975.60,0.02
3570,30.00,44207.10,0.02
3592,22.00,32902.98,0.01
3601,8.00,12036.80,0.05
3626,1.00,1529.62,0.01
3677,2.00,3161.34,0.02
3688,19.00,30241.92,0.05
3723,13.00,21147.36,0.06
3792,3.00,5087.37,0.06
3830,11.00,19072.13,0.09
3915,26.00,47291.66,0.08
3975,10.00,18789.70,0.10
4086,4.00,3960.32,0.03
4093,13.00,12962.17,0.08
4100,23.00,23094.30,0.00
4155,29.00,30715.35,0.07
4221,2.00,2250.44,0.04
4282,28.00,33215.84,0.10
4329,14.00,17266.48,0.00
4370,12.00,15292.44,0.02
4546,1.00,1450.54,0.03
4548,3.00,4357.62,0.03
4571,29.00,42791.53,0.02
4624,29.00,44329.98,0.09
4665,29.00,45520.14,0.00
4719,28.00,45463.88,0.02
4754,9.00,14928.75,0.08
4777,17.00,28590.09,0.00
4788,15.00,25391.70,0.00
4795,25.00,42494.75,0.09
4831,17.00,29509.11,0.03
4838,27.00,47056.41,0.10
4875,4.00,7119.48,0.04
4948,15.00,27794.10,0.03
4981,23.00,43377.54,0.00
5092,14.00,13959.26,0.07
5219,29.00,32602.09,0.06
5223,1.00,1128.22,0.08
5236,18.00,20542.14,0.02
5239,9.00,10298.07,0.01
5265,24.00,28086.24,0.07
5287,6.00,7153.68,0.02
5307,29.00,35156.70,0.00
5315,29.00,35388.99,0.05
5366,20.00,25427.20,0.01
5441,2.00,2692.88,0.06
5482,21.00,29137.08,0.07
5484,13.00,18063.24,0.01
5501,15.00,21097.50,0.05
5555,5.00,7302.75,0.10
5588,11.00,16429.38,0.00
5601,9.00,13559.40,0.09
5612,6.00,9105.66,0.09
5667,9.00,14153.94,0.08
5732,12.00,19652.76,0.04
5764,27.00,45083.52,0.10
5766,9.00,15045.84,0.10
5772,2.00,3355.54,0.09
5774,8.00,13438.16,0.08
5776,1.00,1681.77,0.02
5780,27.00,45516.06,0.07
5843,12.00,20986.08,0.05
5871,25.00,44421.75,0.04
5905,4.00,7243.60,0.00
5937,7.00,12900.51,0.07
5980,13.00,24517.74,0.01
6000,3.00,2718.00,0.03
6065,11.00,10681.66,0.02
6103,29.00,29263.90,0.10
6135,9.00,9370.17,0.00
6233,10.00,11392.30,0.02
6254,5.00,5801.25,0.00
6258,1.00,1164.25,0.07
6306,25.00,30307.50,0.02
6407,22.00,28894.80,0.09
6441,21.00,28296.24,0.03
6455,7.00,9530.15,0.07
6484,23.00,31981.04,0.06
6514,14.00,19887.14,0.00
6544,26.00,37714.04,0.02
6546,1.00,1452.54,0.03
6585,15.00,22373.70,0.08
6647,24.00,37287.36,0.05
6661,7.00,10973.62,0.02
6722,9.00,14658.48,0.03
6780,8.00,13494.24,0.06
6810,13.00,22318.53,0.03
6830,14.00,24315.62,0.04
6875,4.00,7127.48,0.08
6882,24.00,42933.12,0.01
6902,2.00,3617.80,0.08
6973,17.00,31959.49,0.10
6976,7.00,13180.79,0.03
7008,27.00,24705.00,0.10
7017,19.00,17556.19,0.02
7038,26.00,24570.78,0.02
7075,6.00,5892.42,0.01
7089,14.00,13945.12,0.06
7092,21.00,20980.89,0.09
7100,20.00,20142.00,0.07
7133,25.00,26003.25,0.05
7148,7.00,7385.98,0.04
7221,1.00,1128.22,0.02
7363,10.00,12703.60,0.08
7392,15.00,19490.85,0.01
7436,16.00,21494.88,0.06
7445,25.00,33811.00,0.00
7476,9.00,12451.23,0.04
7476,17.00,23518.99,0.07
7548,17.00,24744.18,0.10
7562,23.00,33799.88,0.08
7588,2.00,2991.16,0.02
7696,24.00,38488.56,0.09
7704,22.00,35457.40,0.06
7729,16.00,26187.52,0.06
7755,19.00,31592.25,0.05
7775,3.00,5048.31,0.08
7865,10.00,17728.60,0.10
7883,25.00,44772.00,0.03
7991,19.00,36080.81,0.10
8007,7.00,6405.00,0.01
8026,23.00,21482.46,0.10
8084,20.00,19841.60,0.07
8134,30.00,31263.90,0.10
8140,9.00,9433.26,0.09
8145,10.00,10531.40,0.02
8248,13.00,15031.12,0.04
8372,14.00,17925.18,0.02
8376,17.00,21834.29,0.10
8391,27.00,35083.53,0.10
8466,17.00,23365.82,0.08
8478,17.00,23569.99,0.00
8491,16.00,22391.84,0.07
8494,16.00,22439.84,0.00
8546,7.00,10181.78,0.07
8665,5.00,7868.30,0.07
8674,1.00,1582.67,0.02
8705,25.00,40342.50,0.07
8821,9.00,15568.38,0.06
8912,26.00,47343.66,0.09
8913,27.00,49191.57,0.02
8947,16.00,29695.04,0.06
8981,4.00,7559.92,0.09
9002,18.00,16398.00,0.09
9110,19.00,19363.09,0.08
9150,11.00,11650.65,0.03
9206,12.00,13382.40,0.04
9336,21.00,26151.93,0.03
9341,1.00,1250.34,0.00
9368,24.00,30656.64,0.01
9387,9.00,11667.42,0.05
9434,30.00,40302.90,0.10
9446,12.00,16265.28,0.04
9517,24.00,34236.24,0.09
9571,12.00,17766.84,0.02
9583,28.00,41792.24,0.07
9598,10.00,15075.90,0.03
9623,29.00,44445.98,0.01
9626,9.00,13820.58,0.02
9681,29.00,46129.72,0.06
9694,3.00,4811.07,0.06
9763,9.00,15054.84,0.08
9814,14.00,24133.34,0.04
9833,1.00,1742.83,0.05
9875,22.00,39267.14,0.02
9955,12.00,22379.40,0.03
10000,16.00,14560.00,0.04
10010,17.00,15640.17,0.07
10017,27.00,25029.27,0.09
10017,28.00,25956.28,0.01
10086,30.00,29882.40,0.06
10094,16.00,16065.44,0.06
10106,10.00,10161.00,0.00
10152,25.00,26553.75,0.10
10171,22.00,23785.74,0.10
10214,10.00,11242.10,0.05
10229,14.00,15949.08,0.00
10250,15.00,17403.75,0.01
10258,20.00,23365.00,0.06
10265,15.00,17628.90,0.09
10307,12.00,14607.60,0.00
10365,2.00,2550.72,0.02
10422,24.00,31978.08,0.09
10424,25.00,33360.50,0.08
10442,21.00,28401.24,0.04
10502,5.00,7062.50,0.07
10537,30.00,43425.90,0.05
10586,11.00,16462.38,0.02
10658,25.00,39216.25,0.08
10722,12.00,19592.64,0.03
10734,28.00,46052.44,0.09
10741,24.00,39641.76,0.06
10752,4.00,6651.00,0.03
10806,10.00,17168.00,0.06
11013,2.00,1848.02,0.07
11023,15.00,14010.30,0.09
11024,22.00,20570.44,0.00
11031,29.00,27318.87,0.04
11079,16.00,15841.12,0.07
11100,19.00,19210.90,0.07
11106,17.00,17290.70,0.10
11145,3.00,3168.42,0.00
11152,13.00,13820.95,0.06
11186,15.00,16457.70,0.05
11192,7.00,7722.33,0.02
11247,29.00,33588.96,0.07
11301,21.00,25458.30,0.08
11360,10.00,12713.60,0.00
11455,26.00,35527.70,0.00
11513,17.00,24216.67,0.09
11560,16.00,23544.96,0.01
11592,9.00,13532.31,0.05
11598,27.00,40758.93,0.07
11704,27.00,43623.90,0.02
11718,29.00,47261.59,0.02
11792,19.00,32372.01,0.10
11816,26.00,44923.06,0.02
11863,10.00,17748.60,0.04
11911,10.00,18229.10,0.07
11913,14.00,25548.74,0.05
11992,22.00,41887.78,0.03
12070,28.00,27497.96,0.00
12122,12.00,12409.44,0.01
12155,9.00,9604.35,0.01
12242,17.00,19622.08,0.01
12313,10.00,12253.10,0.05
12349,1.00,1261.34,0.08
12351,23.00,29057.05,0.01
12357,13.00,16501.55,0.00
12429,17.00,22804.14,0.04
12482,10.00,13944.80,0.08
12515,6.00,8565.06,0.00
12604,6.00,9099.60,0.02
12636,17.00,26326.71,0.00
12648,5.00,7803.20,0.09
12721,7.00,11436.04,0.05
12722,16.00,26155.52,0.10
12744,29.00,48045.46,0.00
12761,7.00,11716.32,0.09
12776,26.00,43908.02,0.01
12786,14.00,23782.92,0.05
12966,10.00,18789.60,0.01
13058,24.00,23305.20,0.09
13095,9.00,9072.81,0.04
13120,28.00,28927.36,0.07
13154,27.00,28813.05,0.07
13194,1.00,1107.19,0.07
13253,30.00,34987.50,0.04
13253,16.00,18660.00,0.05
13267,18.00,21244.68,0.07
13323,16.00,19781.12,0.03
13402,1.00,1315.40,0.07
13444,13.00,17646.72,0.09
13456,7.00,9586.15,0.08
13520,5.00,7167.60,0.07
13567,25.00,37014.00,0.00
13599,30.00,45377.70,0.01
13664,3.00,4732.98,0.00
13701,3.00,4844.10,0.03
13752,6.00,9994.50,0.06
13759,7.00,11709.25,0.08
13766,8.00,13438.08,0.01
13767,22.00,36976.72,0.04
13795,10.00,17087.90,0.04
13858,25.00,44296.25,0.00
13897,18.00,32596.02,0.00
13901,15.00,27223.50,0.04
13919,22.00,40324.02,0.09
13999,27.00,51650.73,0.03
14014,10.00,9280.10,0.03
14057,18.00,17478.90,0.10
14104,17.00,17307.70,0.01
14217,27.00,30542.67,0.03
14227,7.00,7988.54,0.05
14264,10.00,11782.60,0.01
14285,2.00,2398.56,0.09
14287,8.00,9610.24,0.08
14319,3.00,3699.93,0.06
14359,21.00,26740.35,0.10
14386,7.00,9102.66,0.05
14523,2.00,2875.04,0.00
14572,11.00,16352.27,0.03
14593,17.00,25629.03,0.08
14646,28.00,43697.92,0.08
14651,6.00,9393.90,0.08
14688,29.00,46477.72,0.04
14700,23.00,37138.10,0.02
14736,1.00,1650.73,0.02
14795,9.00,15388.11,0.05
14804,1.00,1718.80,0.00
14893,1.00,1807.89,0.06
14918,18.00,32992.38,0.10
14939,10.00,18539.30,0.04
14988,12.00,22835.76,0.03
15007,23.00,21206.00,0.10
15050,2.00,1930.10,0.09
15054,27.00,26164.35,0.00
15287,2.00,2404.56,0.02
15302,14.00,17042.20,0.01
15312,3.00,3681.93,0.00
